ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
216136_at	0.338	0.0000152	5.0821048	1.3947	2.91285354		
213592_at	0.389	0.0000923	-4.461213	1.2974	-1.83070127	APLNR	apelin receptor
206465_at	0.389	0.0001223	-4.3635265	1.1003	-1.04181437	ACSBG1	acyl-CoA synthetase bubblegum family member 1
221916_at	0.389	0.0001941	4.2021578	0.6855	1.85478746	NEFL	neurofilament, light polypeptide
215634_at	0.389	0.0000577	4.6235792	0.514	2.707026		
201957_at	0.389	0.0002104	-4.1738846	0.4744	-1.44359568	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
214770_at	0.389	0.000083	4.4980528	0.2785	2.57019429	MSR1	macrophage scavenger receptor 1
205270_s_at	0.389	0.0001002	4.432871	0.2054	1.86592731	LCP2	lymphocyte cytosolic protein 2
204286_s_at	0.389	0.0001083	4.4056536	0.1592	2.71966157	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
215464_s_at	0.389	0.000226	-4.1487462	0.0354	-2.1279306	P2RX5-TAX1BP3///TAX1BP3///P2RX5	P2RX5-TAX1BP3 readthrough (NMD candidate)///Tax1 binding protein 3///purinergic receptor P2X 5
219327_s_at	0.389	0.0003852	-3.9604616	-0.1851	-1.40272862	GPRC5C	G protein-coupled receptor class C group 5 member C
210080_x_at	0.389	0.0001803	4.2280121	-0.2465	2.2019978	CELA3A	chymotrypsin like elastase family member 3A
221856_s_at	0.389	0.0003602	-3.9842579	-0.2509	-1.90222309	FAM63A	family with sequence similarity 63 member A
207170_s_at	0.389	0.0005043	-3.8644055	-0.2765	-1.41474999	LETMD1	LETM1 domain containing 1
202071_at	0.389	0.000597	-3.8039415	-0.2794	-1.09346978	SDC4	syndecan 4
1773_at	0.389	0.0002485	-4.1154018	-0.3311	-2.15976061	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta
208789_at	0.389	0.0006349	-3.7818128	-0.3732	-1.3648451	PTRF	polymerase I and transcript release factor
213706_at	0.389	0.0005257	-3.8495075	-0.4124	-1.78140042	GPD1	glycerol-3-phosphate dehydrogenase 1
214234_s_at	0.389	0.0002439	4.1220487	-0.432	2.32707901	CYP3A5	cytochrome P450 family 3 subfamily A member 5
201234_at	0.389	0.0005962	-3.8044309	-0.4657	-2.23110194	ILK	integrin linked kinase
209183_s_at	0.389	0.0007289	-3.7320613	-0.476	-1.23417964	C10orf10	chromosome 10 open reading frame 10
214414_x_at	0.389	0.0007639	-3.7151301	-0.4912	-1.67280971	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
202201_at	0.389	0.0005479	-3.83475	-0.5128	-1.81667389	BLVRB	biliverdin reductase B
33850_at	0.389	0.0008693	-3.6682948	-0.6044	-1.20298534	MAP4	microtubule associated protein 4
209834_at	0.389	0.0007383	-3.7274112	-0.663	-1.79771562	CHST3	carbohydrate sulfotransferase 3
219782_s_at	0.389	0.0003741	3.9708156	-0.6673	2.51723522	ZNF771	zinc finger protein 771
220524_at	0.389	0.000368	3.9766669	-0.6736	2.40050024	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
215909_x_at	0.389	0.0009059	-3.6533047	-0.7152	-1.82040007	MINK1	misshapen like kinase 1
203766_s_at	0.389	0.0005965	-3.8042554	-0.7191	-2.42906924	LMOD1	leiomodin 1
209747_at	0.389	0.0009678	-3.6292784	-0.7258	-1.60756271	TGFB3	transforming growth factor beta 3
207547_s_at	0.389	0.001005	-3.6155365	-0.7278	-1.24946236	FAM107A	family with sequence similarity 107 member A
214879_x_at	0.389	0.0008675	-3.6690339	-0.74	-1.43885189	USF2	upstream transcription factor 2, c-fos interacting
203126_at	0.389	0.0004692	-3.8901952	-0.7899	-1.96015534	IMPA2	inositol monophosphatase 2
211529_x_at	0.389	0.0009581	-3.6329279	-0.8518	-1.92310229	HLA-G	major histocompatibility complex, class I, G
41660_at	0.389	0.0004791	3.8827295	-0.8758	2.10490156	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1
205117_at	0.389	0.0012112	-3.5472724	-0.8899	-1.03332574	FGF1	fibroblast growth factor 1
200859_x_at	0.389	0.0011501	-3.5662273	-0.8905	-1.30206613	FLNA	filamin A
207145_at	0.389	0.0006132	3.7943216	-0.9116	2.70942365	MSTN	myostatin
205243_at	0.389	0.0009891	-3.6213486	-0.9125	-1.74893325	SLC13A3	solute carrier family 13 member 3
201481_s_at	0.389	0.0011267	-3.5737724	-0.9204	-2.19633223	PYGB	phosphorylase, glycogen; brain
201348_at	0.389	0.0013339	-3.511816	-0.9747	-1.42927474	GPX3	glutathione peroxidase 3
205326_at	0.389	0.0011551	-3.5646531	-1.0005	-1.60847866	RAMP3	receptor (G protein-coupled) activity modifying protein 3
200788_s_at	0.389	0.0013998	-3.4940437	-1.0255	-0.80595576	PEA15	phosphoprotein enriched in astrocytes 15
220551_at	0.389	0.0012908	3.5238855	-1.0444	1.92138852	SLC17A6	solute carrier family 17 member 6
208956_x_at	0.389	0.0014574	3.4791839	-1.0523	0.8946322	DUT	deoxyuridine triphosphatase
205976_at	0.389	0.0006837	-3.7551485	-1.0579	-2.00218117	FASTKD2	FAST kinase domains 2
205384_at	0.389	0.0014773	-3.4741614	-1.0754	-1.95010592	FXYD1	FXYD domain containing ion transport regulator 1
204476_s_at	0.389	0.0012822	-3.5263606	-1.0879	-1.79296593	PC	pyruvate carboxylase
204312_x_at	0.389	0.0006736	3.7605422	-1.0917	2.08685346	CREB1	cAMP responsive element binding protein 1
207977_s_at	0.389	0.0006854	3.7542792	-1.0922	2.20501323	DPT	dermatopontin
209182_s_at	0.389	0.0009458	-3.6376215	-1.0953	-1.70748331	C10orf10	chromosome 10 open reading frame 10
206420_at	0.389	0.0007239	3.7345564	-1.1032	2.48942951	IGSF6	immunoglobulin superfamily member 6
209047_at	0.389	0.0015548	-3.455255	-1.1057	-1.10275318	AQP1	aquaporin 1 (Colton blood group)
213758_at	0.389	0.0013745	-3.500768	-1.1269	-1.6943782	COX4I1	cytochrome c oxidase subunit 4I1
200789_at	0.389	0.0014374	-3.4842747	-1.1299	-1.79497541	ECH1	enoyl-CoA hydratase 1
201191_at	0.389	0.001405	-3.4926963	-1.1647	-1.6088602	PITPNA	phosphatidylinositol transfer protein alpha
218672_at	0.389	0.0014225	-3.4881263	-1.1655	-1.67518118	TNFAIP8L2-SCNM1///SCNM1	TNFAIP8L2-SCNM1 readthrough///sodium channel modifier 1
216331_at	0.389	0.0016256	-3.4387654	-1.1859	-1.21088876	ITGA7	integrin subunit alpha 7
218062_x_at	0.389	0.0016829	-3.4259084	-1.1875	-1.27389597	CDC42EP4	CDC42 effector protein 4
200649_at	0.389	0.0015504	-3.4562998	-1.1966	-1.83063497	NUCB1	nucleobindin 1
206205_at	0.389	0.0008347	3.6830359	-1.2076	2.0180998	MPHOSPH9	M-phase phosphoprotein 9
217979_at	0.389	0.0017524	3.4108872	-1.2089	1.19324926	TSPAN13	tetraspanin 13
219946_x_at	0.389	0.0014444	-3.4824922	-1.214	-1.43045977	MYH14	myosin, heavy chain 14, non-muscle
41644_at	0.389	0.0017861	-3.4038087	-1.2223	-1.17246166	SASH1	SAM and SH3 domain containing 1
200852_x_at	0.389	0.0016444	-3.4344989	-1.2248	-1.64486838	GNB2	G protein subunit beta 2
219497_s_at	0.389	0.0009067	3.6530002	-1.2687	2.17139336	BCL11A	B-cell CLL/lymphoma 11A
55093_at	0.389	0.0011637	-3.5619522	-1.276	-2.23904833	CHPF2	chondroitin polymerizing factor 2
219309_at	0.389	0.0015701	-3.4516393	-1.2821	-1.44312352	C22orf46	chromosome 22 open reading frame 46
217949_s_at	0.389	0.0016668	-3.4294786	-1.288	-1.56304703	VKORC1	vitamin K epoxide reductase complex subunit 1
208890_s_at	0.389	0.001887	-3.3833339	-1.2933	-1.48314728	PLXNB2	plexin B2
216947_at	0.389	0.0010328	3.6055695	-1.3083	2.1468225	DES	desmin
217552_x_at	0.389	0.0010932	3.5848033	-1.3127	2.0516781	CR1	complement component 3b/4b receptor 1 (Knops blood group)
208782_at	0.389	0.0019818	-3.3650523	-1.3137	-1.35751579	FSTL1	follistatin like 1
205516_x_at	0.389	0.0017223	-3.4173158	-1.3162	-1.75576382	CIZ1	CDKN1A interacting zinc finger protein 1
209253_at	0.389	0.0018232	-3.3961524	-1.3247	-1.53162432	SORBS3	sorbin and SH3 domain containing 3
202022_at	0.389	0.0020141	-3.3590107	-1.3287	-1.13704968	ALDOC	aldolase, fructose-bisphosphate C
217414_x_at	0.389	0.0020198	-3.3579487	-1.333	-2.08490095	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
211094_s_at	0.389	0.0009864	3.6223267	-1.3356	2.02133469	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
208047_s_at	0.389	0.0010271	3.6075706	-1.3358	1.98068466	NAB1	NGFI-A binding protein 1
211698_at	0.389	0.0020344	3.3552523	-1.3369	1.23646157	EID1	EP300 interacting inhibitor of differentiation 1
205732_s_at	0.389	0.0010637	3.5947965	-1.3474	2.41667418	NCOA2	nuclear receptor coactivator 2
208434_at	0.389	0.0010835	3.5880809	-1.3523	1.96060801	MECOM	MDS1 and EVI1 complex locus
201058_s_at	0.389	0.0018489	-3.3909423	-1.3673	-1.86548405	MYL9	myosin light chain 9
220155_s_at	0.389	0.001979	-3.3655813	-1.3784	-1.10666142	BRD9	bromodomain containing 9
205496_at	0.389	0.0010532	3.5984172	-1.381	1.99359616	KIAA0408	KIAA0408
221486_at	0.389	0.0021723	-3.3306921	-1.389	-1.08620933	ENSA	endosulfine alpha
221004_s_at	0.389	0.0021731	-3.3305653	-1.3906	-1.05303224	ITM2C	integral membrane protein 2C
217242_at	0.389	0.0010663	3.5939015	-1.3943	1.91438023	ZNF154	zinc finger protein 154
212046_x_at	0.389	0.0021574	-3.3332719	-1.4023	-1.27021879	MAPK3	mitogen-activated protein kinase 3
208807_s_at	0.389	0.0017293	-3.4158144	-1.4061	-1.53473893	CHD3	chromodomain helicase DNA binding protein 3
204805_s_at	0.389	0.0019018	-3.3804308	-1.4193	-2.06435623	H1FX	H1 histone family member X
218995_s_at	0.389	0.0021201	-3.339806	-1.4206	-1.69927166	EDN1	endothelin 1
205966_at	0.389	0.0011297	3.5728049	-1.4231	1.96424349	TAF13	TATA-box binding protein associated factor 13
221263_s_at	0.389	0.0022203	-3.3225027	-1.4344	-1.09538929	SF3B5	splicing factor 3b subunit 5
201300_s_at	0.389	0.0022936	3.3103088	-1.4423	0.97999217	PRNP	prion protein
220360_at	0.389	0.0013192	3.515901	-1.4566	2.21780062	THAP9	THAP domain containing 9
201621_at	0.389	0.0021072	-3.3420911	-1.4617	-1.54979466	NBL1	neuroblastoma 1, DAN family BMP antagonist
214415_at	0.389	0.0016319	3.4373279	-1.4673	2.14629433	PLGLB1///PLGLB2	plasminogen-like B1///plasminogen-like B2
212152_x_at	0.389	0.0023927	-3.2944009	-1.4742	-1.20923804	ARID1A	AT-rich interaction domain 1A
202262_x_at	0.389	0.0021139	-3.3409103	-1.49	-1.55227977	DDAH2	dimethylarginine dimethylaminohydrolase 2
217855_x_at	0.389	0.0023739	-3.2973562	-1.4921	-1.50114891	SDF4	stromal cell derived factor 4
205547_s_at	0.389	0.0024444	-3.2863462	-1.4947	-1.83709781	TAGLN	transgelin
201480_s_at	0.389	0.0024145	-3.2909747	-1.4977	-1.50295798	SUPT5H	SPT5 homolog, DSIF elongation factor subunit
211264_at	0.389	0.0013957	3.4951269	-1.5016	2.21207444	GAD2	glutamate decarboxylase 2
203456_at	0.389	0.0023305	-3.3043123	-1.5132	-1.71249953	PRAF2	PRA1 domain family member 2
202151_s_at	0.389	0.0022129	-3.3237563	-1.5215	-1.82911998	UBAC1	UBA domain containing 1
221864_at	0.389	0.0021798	-3.3293984	-1.5222	-1.55480784	ORAI3	ORAI calcium release-activated calcium modulator 3
213236_at	0.389	0.0025679	-3.2677481	-1.5299	-1.2724523	SASH1	SAM and SH3 domain containing 1
208831_x_at	0.389	0.0024062	-3.2922845	-1.5364	-1.28555803	SUPT6H	SPT6 homolog, histone chaperone
203590_at	0.389	0.0025963	-3.2635978	-1.5436	-1.3665621	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
211499_s_at	0.389	0.0024072	-3.2921277	-1.5438	-1.64696877	MAPK11	mitogen-activated protein kinase 11
202788_at	0.389	0.0025394	-3.2719738	-1.5549	-1.36065848	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
210749_x_at	0.389	0.0026366	-3.2577834	-1.5569	-1.0024456	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
205151_s_at	0.389	0.0026016	-3.2628254	-1.562	-1.38485769	TRIL	TLR4 interactor with leucine rich repeats
200793_s_at	0.389	0.0027067	-3.2478508	-1.5771	-1.46326476	ACO2	aconitase 2
201787_at	0.389	0.0016335	-3.4369675	-1.5789	-2.29500695	FBLN1	fibulin 1
201027_s_at	0.389	0.0026959	-3.2493702	-1.5821	-1.11568214	EIF5B	eukaryotic translation initiation factor 5B
202380_s_at	0.389	0.0026232	-3.2597091	-1.593	-1.41227983	NKTR	natural killer cell triggering receptor
221521_s_at	0.389	0.0017188	-3.4180828	-1.5964	-1.79600069	GINS2	GINS complex subunit 2
212738_at	0.389	0.0023446	-3.3020425	-1.6036	-1.73155691	ARHGAP19	Rho GTPase activating protein 19
209729_at	0.389	0.0027909	-3.2362513	-1.6156	-1.2219745	GAS2L1	growth arrest specific 2 like 1
203815_at	0.389	0.0022729	-3.3137173	-1.6194	-2.02878997	GSTT1	glutathione S-transferase theta 1
201497_x_at	0.389	0.0028583	-3.2272063	-1.6202	-1.43838863	MYH11	myosin heavy chain 11
209241_x_at	0.389	0.0028301	-3.2309667	-1.6272	-1.34729565	MINK1	misshapen like kinase 1
208166_at	0.389	0.001544	3.45784	-1.6276	1.90758571	MMP16	matrix metallopeptidase 16
212768_s_at	0.389	0.0016287	3.4380635	-1.6369	1.95025225	OLFM4	olfactomedin 4
210056_at	0.389	0.0019404	-3.372918	-1.6567	-1.59893501	RND1	Rho family GTPase 1
208829_at	0.389	0.0029563	-3.2144037	-1.6568	-1.3839182	TAPBP	TAP binding protein (tapasin)
215508_at	0.389	0.0018965	3.3814636	-1.6673	2.10866689	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
200675_at	0.389	0.0029814	-3.211196	-1.6676	-1.03987645	CD81	CD81 molecule
206855_s_at	0.389	0.0029087	-3.2205764	-1.6937	-1.36812936	HYAL2	hyaluronoglucosaminidase 2
207019_s_at	0.389	0.0017914	3.4026964	-1.6943	1.87507497	AKAP4	A-kinase anchoring protein 4
212085_at	0.389	0.0031821	-3.18639	-1.7266	-1.67040822	SLC25A6	solute carrier family 25 member 6
216537_s_at	0.389	0.0023673	3.2984078	-1.7383	1.4640279	SIGLEC7	sialic acid binding Ig like lectin 7
215702_s_at	0.389	0.0021127	3.3411258	-1.74	1.71212817	CFTR	cystic fibrosis transmembrane conductance regulator
210383_at	0.389	0.0026215	3.2599538	-1.7464	1.97128417	SCN1A	sodium voltage-gated channel alpha subunit 1
209726_at	0.389	0.0032855	-3.1741946	-1.7464	-1.46545276	CA11	carbonic anhydrase 11
179_at	0.389	0.0024552	-3.2846869	-1.7469	-1.64809827	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
215273_s_at	0.389	0.0030033	-3.2084147	-1.7534	-1.60668941	TADA3	transcriptional adaptor 3
222025_s_at	0.389	0.0028665	-3.2261231	-1.7581	-1.5387722	OPLAH	5-oxoprolinase (ATP-hydrolysing)
215970_at	0.389	0.0020531	3.3518417	-1.7611	2.02657736	LOC100130331	POTE ankyrin domain family, member F pseudogene
202807_s_at	0.389	0.0026903	-3.2501538	-1.7622	-1.43482958	TOM1	target of myb1 membrane trafficking protein
212669_at	0.389	0.0032271	-3.1810423	-1.7645	-1.78093399	CAMK2G	calcium/calmodulin dependent protein kinase II gamma
208795_s_at	0.389	0.0033701	-3.1644797	-1.7652	-1.44178296	MCM7	minichromosome maintenance complex component 7
217893_s_at	0.389	0.0031863	-3.1858975	-1.7678	-1.36030038	AKIRIN1	akirin 1
219415_at	0.389	0.0034192	-3.1589505	-1.7695	-1.50377306	TTYH1	tweety family member 1
220828_s_at	0.389	0.0023859	3.295463	-1.7717	2.28636661	LOC55338	uncharacterized LOC55338
203415_at	0.389	0.0032548	-3.1777842	-1.776	-1.37049846	PDCD6	programmed cell death 6
32094_at	0.389	0.0033317	-3.1688635	-1.7777	-1.37564837	CHST3	carbohydrate sulfotransferase 3
214752_x_at	0.389	0.0033465	-3.1671665	-1.7827	-1.25822866	FLNA	filamin A
211696_x_at	0.389	0.0033647	-3.1650997	-1.7875	-1.3737483	HBB	hemoglobin subunit beta
210778_s_at	0.389	0.0031195	-3.1939675	-1.7901	-1.45994041	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
217379_at	0.389	0.0029475	-3.2155364	-1.7995	-1.85505623		
222119_s_at	0.39	0.003544	3.1452222	-1.8006	0.76380948	FBXO11	F-box protein 11
207500_at	0.389	0.0021203	3.339772	-1.8013	2.24448857	CASP5	caspase 5
205658_s_at	0.389	0.0025228	-3.2744465	-1.8039	-1.75278747	SNAPC4	small nuclear RNA activating complex polypeptide 4
206675_s_at	0.389	0.0021006	3.3432797	-1.8049	2.0861851	SKIL	SKI-like proto-oncogene
215764_x_at	0.389	0.003179	-3.1867617	-1.8066	-1.2010419	AP2A2	adaptor related protein complex 2 alpha 2 subunit
219909_at	0.389	0.0021407	-3.3361904	-1.81	-1.93866509	MMP28	matrix metallopeptidase 28
200622_x_at	0.389	0.0034201	-3.158846	-1.8131	-1.56556539	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
215982_s_at	0.389	0.003045	-3.2031708	-1.814	-1.76798441	DXO	decapping exoribonuclease
212741_at	0.39	0.003602	-3.1390043	-1.8149	-1.21121074	MAOA	monoamine oxidase A
217706_at	0.389	0.0025212	3.27468	-1.8198	1.77318677		
220576_at	0.389	0.0032851	3.1742447	-1.8214	1.14922887	PGAP1	post-GPI attachment to proteins 1
201042_at	0.39	0.0036476	-3.1341819	-1.823	-1.35624412	TGM2	transglutaminase 2
201440_at	0.389	0.003098	-3.1965958	-1.8238	-1.80309216	DDX23	DEAD-box helicase 23
208779_x_at	0.39	0.0036332	-3.1356911	-1.8279	-1.01785738	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
213496_at	0.389	0.0027335	3.2441312	-1.8347	1.96157269	PLPPR4	phospholipid phosphatase related 4
214679_x_at	0.39	0.0035611	-3.1433803	-1.8451	-1.26390855	GNA11	G protein subunit alpha 11
206357_at	0.389	0.0021622	3.3324402	-1.8457	1.80752099	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
217730_at	0.391	0.0037512	-3.1234229	-1.846	-0.98123959	MIR6513///TMBIM1	microRNA 6513///transmembrane BAX inhibitor motif containing 1
208887_at	0.39	0.0037117	-3.1274955	-1.8488	-1.88471501	EIF3G	eukaryotic translation initiation factor 3 subunit G
220978_at	0.389	0.0022885	3.3111379	-1.851	1.93695831	KRTAP1-3	keratin associated protein 1-3
217744_s_at	0.389	0.0022974	3.3096792	-1.8569	2.14799978	PERP	PERP, TP53 apoptosis effector
213223_at	0.389	0.0030406	-3.203716	-1.8586	-1.63120872	MIR6805///RPL28	microRNA 6805///ribosomal protein L28
202218_s_at	0.39	0.0036954	-3.1291859	-1.866	-1.41710335	FADS2	fatty acid desaturase 2
217712_at	0.389	0.0024072	3.2921186	-1.867	1.89688455		
213856_at	0.389	0.0023079	3.3079635	-1.8673	1.97738968	CD47	CD47 molecule
216146_at	0.389	0.0022945	3.3101532	-1.87	1.80830433		
201867_s_at	0.389	0.0029499	-3.2152249	-1.8718	-1.70238844	TBL1X	transducin (beta)-like 1X-linked
218526_s_at	0.389	0.0030271	-3.2054066	-1.8725	-2.04092803	RANGRF	RAN guanine nucleotide release factor
210562_at	0.389	0.0024487	3.2856858	-1.8762	1.89209011	GREB1	growth regulation by estrogen in breast cancer 1
219970_at	0.389	0.0023512	3.3009846	-1.8794	2.07958496	GIPC2	GIPC PDZ domain containing family member 2
216322_at	0.389	0.002449	3.285638	-1.881	2.39599355	CD58	CD58 molecule
207169_x_at	0.392	0.0038609	-3.112346	-1.8827	-0.98614109	MIR4640///DDR1	microRNA 4640///discoidin domain receptor tyrosine kinase 1
216977_x_at	0.389	0.0032898	-3.1736964	-1.8864	-1.45583595	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
214721_x_at	0.392	0.0040132	-3.0974437	-1.9021	-1.12278316	CDC42EP4	CDC42 effector protein 4
205383_s_at	0.392	0.003954	-3.1031639	-1.9026	-0.74573185	ZBTB20	zinc finger and BTB domain containing 20
205125_at	0.392	0.0039683	-3.1017802	-1.9097	-1.23713408	PLCD1	phospholipase C delta 1
206130_s_at	0.389	0.0023893	3.294925	-1.9109	1.75445286	ASGR2	asialoglycoprotein receptor 2
220605_s_at	0.392	0.0040324	-3.0956012	-1.9147	-0.90930015	SIRT2	sirtuin 2
201412_at	0.392	0.0040882	-3.0903023	-1.9174	-0.96756452	LRP10	LDL receptor related protein 10
221195_at	0.389	0.0025461	3.2709687	-1.9179	2.15761802	RNFT1	ring finger protein, transmembrane 1
218678_at	0.392	0.0041106	-3.0881902	-1.9225	-1.66757469	NES	nestin
218755_at	0.389	0.002649	3.2560002	-1.9267	1.92897453	KIF20A	kinesin family member 20A
213196_at	0.392	0.0039975	-3.0989515	-1.9279	-1.27282332	ZNF629	zinc finger protein 629
203454_s_at	0.392	0.0041694	-3.0827027	-1.9335	-0.88082358	ATOX1	antioxidant 1 copper chaperone
215535_s_at	0.392	0.004184	-3.0813567	-1.9389	-1.32295229	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1
211699_x_at	0.392	0.0041312	-3.086257	-1.9497	-1.65602915	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
213658_at	0.392	0.00417	-3.0826455	-1.9619	-1.41328348		
222342_at	0.389	0.0027221	3.2457121	-1.965	2.05782082		
212969_x_at	0.392	0.0040712	-3.0919045	-1.9723	-1.58265511	EML3	echinoderm microtubule associated protein like 3
221305_s_at	0.389	0.0028671	3.2260349	-1.9775	1.90883061	UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A8
214330_at	0.389	0.0026845	3.2509753	-1.984	1.66487394	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
202376_at	0.392	0.0043831	-3.0633717	-1.9938	-1.21622364	SERPINA3	serpin family A member 3
218844_at	0.392	0.0039455	-3.1039936	-1.9939	-1.27541483	ACSF2	acyl-CoA synthetase family member 2
216674_at	0.389	0.0031676	3.1881363	-1.9968	1.70997526	HES2	hes family bHLH transcription factor 2
218418_s_at	0.392	0.0045224	-3.0512473	-2.0016	-1.00569974	KANK2	KN motif and ankyrin repeat domains 2
221861_at	0.392	0.0044033	-3.061594	-2.0023	-1.50074244	ARRB1	arrestin beta 1
204018_x_at	0.392	0.0043791	-3.063722	-2.0039	-1.91406211	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
212456_at	0.392	0.0045459	-3.0492383	-2.0071	-1.32991643	CLUH	clustered mitochondria homolog
201231_s_at	0.392	0.0044873	-3.0542669	-2.0083	-1.04027512	ENO1	enolase 1
215261_at	0.389	0.0028373	-3.2300014	-2.0088	-1.66378202		
218251_at	0.392	0.0045631	-3.0477674	-2.0118	-1.24738031	MID1IP1	MID1 interacting protein 1
212080_at	0.392	0.0045494	-3.0489362	-2.0153	-1.57447493	KMT2A	lysine methyltransferase 2A
218017_s_at	0.392	0.0045123	-3.0521147	-2.023	-1.26885381	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
212173_at	0.389	0.0029147	-3.2197882	-2.0274	-1.7385334	AK2	adenylate kinase 2
207876_s_at	0.392	0.0046136	-3.043494	-2.0336	-1.40837182	FLNC	filamin C
201350_at	0.392	0.0046195	-3.0429985	-2.0338	-1.32035119	FLOT2	flotillin 2
209171_at	0.391	0.0037559	-3.1229481	-2.0346	-1.51156825	ITPA	inosine triphosphatase
219681_s_at	0.389	0.0032473	3.1786596	-2.0355	2.14013945	RAB11FIP1	RAB11 family interacting protein 1
218136_s_at	0.39	0.0036763	-3.1311703	-2.0359	-1.6269349	SLC25A37	solute carrier family 25 member 37
221588_x_at	0.392	0.0046877	-3.0373086	-2.0421	-0.85395629	ALDH6A1	aldehyde dehydrogenase 6 family member A1
202326_at	0.392	0.0044127	-3.0607621	-2.0448	-1.94293193	EHMT2	euchromatic histone lysine methyltransferase 2
211425_x_at	0.389	0.0031838	3.1861914	-2.0525	2.04137116	SSX4B///SSX4	SSX family member 4B///SSX family member 4
206674_at	0.389	0.003126	3.1931777	-2.0536	2.04450307	FLT3	fms related tyrosine kinase 3
221756_at	0.392	0.004827	-3.0259186	-2.054	-0.93597031	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
203859_s_at	0.392	0.0048398	-3.024885	-2.0559	-1.11913671	PALM	paralemmin
215143_at	0.392	0.0043445	3.066795	-2.0565	1.44170008	DPY19L2P2	DPY19L2 pseudogene 2
204083_s_at	0.392	0.0047248	-3.0342424	-2.0711	-1.8525677	TPM2	tropomyosin 2 (beta)
214091_s_at	0.392	0.0049472	-3.0163369	-2.0748	-1.31460038	GPX3	glutathione peroxidase 3
204683_at	0.392	0.0042409	-3.07613	-2.0752	-1.82875048	ICAM2	intercellular adhesion molecule 2
208109_s_at	0.392	0.0038986	3.1086005	-2.0773	1.38720175	LINC00597	long intergenic non-protein coding RNA 597
221765_at	0.389	0.0032544	3.1778283	-2.0841	1.93568411	UGCG	UDP-glucose ceramide glucosyltransferase
209524_at	0.392	0.0049903	3.012955	-2.0875	0.8635467	HDGFRP3	hepatoma-derived growth factor, related protein 3
222084_s_at	0.389	0.0031405	3.1914131	-2.0886	1.6419351	SBF1	SET binding factor 1
219464_at	0.392	0.0048732	-3.0222136	-2.0917	-1.19544703	CA14	carbonic anhydrase 14
204641_at	0.389	0.0034045	3.1606053	-2.0922	2.50325507	NEK2	NIMA related kinase 2
202123_s_at	0.392	0.0050612	-3.0074573	-2.0932	-1.0720184	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
201264_at	0.392	0.0048737	-3.0221666	-2.0959	-1.8493726	COPE	coatomer protein complex subunit epsilon
206490_at	0.389	0.0033097	3.1713915	-2.0964	1.77076125	DLGAP1	DLG associated protein 1
222145_at	0.392	0.0040279	3.0960301	-2.0966	1.88515925		
202442_at	0.392	0.0049835	3.0134894	-2.1032	0.71456718	AP3S1	adaptor related protein complex 3 sigma 1 subunit
212647_at	0.392	0.0045994	-3.0446945	-2.1036	-1.65171313	RRAS	related RAS viral (r-ras) oncogene homolog
221705_s_at	0.39	0.003478	3.1524275	-2.107	1.80381241	SIKE1	suppressor of IKBKE 1
202124_s_at	0.392	0.0051389	-3.001503	-2.1075	-1.09408427	TRAK2	trafficking kinesin protein 2
212089_at	0.392	0.005065	-3.0071592	-2.1088	-1.04375989	LMNA	lamin A/C
212090_at	0.392	0.0050945	-3.0048919	-2.1099	-1.26779455	GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1
202102_s_at	0.392	0.0051404	-3.0013908	-2.1101	-0.98348037	BRD4	bromodomain containing 4
