ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
211453_s_at	0.931	0.7215798	-0.3594645	-5.1776	-0.15517402	AKT2	AKT serine/threonine kinase 2
216653_at	0.954	0.8033071	-0.2511199	-5.1777	-0.19476592	DR1	down-regulator of transcription 1
216378_at	0.944	0.7618581	-0.3056078	-5.1777	-0.22062658		
206867_at	0.953	0.798682	0.2571591	-5.1777	0.1673729	GCKR	glucokinase (hexokinase 4) regulator
217508_s_at	0.942	0.7571035	0.311915	-5.1777	0.20802937	C18orf25	chromosome 18 open reading frame 25
211495_x_at	0.911	0.6558356	0.4498195	-5.1777	0.2533296	TNFSF12-TNFSF13///TNFSF13	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13
210632_s_at	0.934	0.7282616	0.3504601	-5.1777	0.19877614	SGCA	sarcoglycan alpha
207532_at	0.883	0.5824469	0.5553835	-5.1777	0.29698178	CRYGD	crystallin gamma D
217556_at	0.892	0.6025042	0.5259505	-5.1777	0.32795197	CLCN4	chloride voltage-gated channel 4
216673_at	0.903	0.6351158	0.4790564	-5.1778	0.21146398	TTTY1B///TTTY1	testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)
212375_at	0.813	0.4213014	-0.8145059	-5.1778	-0.41344029	EP400	E1A binding protein p400
216141_at	0.921	0.685201	0.4090407	-5.1778	0.21441433		
219529_at	0.954	0.8029805	0.2515461	-5.178	0.16438744	CLIC3	chloride intracellular channel 3
204305_at	0.951	0.7880717	-0.2710503	-5.178	-0.1888527	MIPEP	mitochondrial intermediate peptidase
211121_s_at	0.951	0.7908117	0.267458	-5.178	0.16232945	DOK1	docking protein 1
203684_s_at	0.942	0.7546544	0.3151688	-5.178	0.16490936	BCL2	BCL2, apoptosis regulator
207277_at	0.95	0.7857262	0.2741282	-5.1781	0.17849723	CD209	CD209 molecule
214437_s_at	0.951	0.7891292	-0.2696634	-5.1781	-0.15707552	SHMT2	serine hydroxymethyltransferase 2
210168_at	0.944	0.7644621	-0.3021587	-5.1781	-0.17909829	C6	complement component 6
220407_s_at	0.948	0.7790244	0.2829376	-5.1781	0.17919807	TGFB2	transforming growth factor beta 2
208583_x_at	0.899	0.6246884	-0.4939287	-5.1782	-0.33218935	HIST1H2AJ	histone cluster 1, H2aj
221388_at	0.945	0.7679563	0.2975365	-5.1782	0.1476698	OR1A1	olfactory receptor family 1 subfamily A member 1
217654_at	0.934	0.7269817	-0.3521826	-5.1782	-0.22723659	CFLAR	CASP8 and FADD like apoptosis regulator
220382_s_at	0.942	0.753049	-0.3173035	-5.1782	-0.21361795	ARHGAP28	Rho GTPase activating protein 28
59705_at	0.884	0.5865764	0.5492841	-5.1782	0.23648602	SCLY	selenocysteine lyase
216049_at	0.95	0.7844252	0.2758367	-5.1783	0.20768562	RHOBTB3	Rho related BTB domain containing 3
221152_at	0.921	0.6840264	0.4106581	-5.1783	0.30903475	COL8A1	collagen type VIII alpha 1 chain
218542_at	0.911	0.6548596	0.4511876	-5.1783	0.33627933	CEP55	centrosomal protein 55
215906_at	0.919	0.677531	0.419622	-5.1784	0.19982405	Igk	immunoglobulin kappa chain complex
220818_s_at	0.953	0.7994408	0.2561677	-5.1784	0.13599999	TRPC4	transient receptor potential cation channel subfamily C member 4
204503_at	0.955	0.8053483	0.2484577	-5.1784	0.13520887	EVPL	envoplakin
215452_x_at	0.76	0.3227629	1.0041159	-5.1785	0.29155557	SUMO4	small ubiquitin-like modifier 4
207902_at	0.957	0.8141479	-0.2370013	-5.1785	-0.16113308	IL5RA	interleukin 5 receptor subunit alpha
210420_at	0.944	0.7635533	0.3033621	-5.1786	0.17469282	SLC24A1	solute carrier family 24 member 1
217065_at	0.942	0.7538139	-0.3162861	-5.1786	-0.19488871		
205914_s_at	0.952	0.794209	-0.2630089	-5.1786	-0.15323416	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
215998_at	0.95	0.7844313	0.2758286	-5.1786	0.21990298		
220192_x_at	0.947	0.7759292	-0.2870138	-5.1786	-0.15828749	SPDEF	SAM pointed domain containing ETS transcription factor
219279_at	0.736	0.2880179	1.0802235	-5.1786	0.39004728	DOCK10	dedicator of cytokinesis 10
220545_s_at	0.938	0.7412392	-0.3330538	-5.1787	-0.20229557	TSKS	testis specific serine kinase substrate
218639_s_at	0.834	0.4568701	-0.7530276	-5.1787	-0.31900658	ZXDC	ZXD family zinc finger C
206657_s_at	0.956	0.813196	0.2382389	-5.1787	0.14137292	MYOD1	myogenic differentiation 1
203263_s_at	0.956	0.8123264	0.23937	-5.1787	0.14559964	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
206201_s_at	0.956	0.8120612	0.239715	-5.1787	0.18614007	MEOX2	mesenchyme homeobox 2
210540_s_at	0.951	0.7885426	0.2704326	-5.1787	0.17575447	B4GALT4	beta-1,4-galactosyltransferase 4
217120_s_at	0.936	0.7325839	-0.3446509	-5.1787	-0.18677737	MED14	mediator complex subunit 14
221259_s_at	0.951	0.7889146	-0.2699448	-5.1788	-0.15925111	TEX11	testis expressed 11
205107_s_at	0.954	0.8005962	0.2546585	-5.1788	0.19027286	EFNA4	ephrin A4
213615_at	0.878	0.5654561	-0.580706	-5.1788	-0.35544453	LPCAT3	lysophosphatidylcholine acyltransferase 3
211356_x_at	0.955	0.8053701	0.2484293	-5.1788	0.15817298	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
217365_at	0.917	0.6728101	0.4261586	-5.1789	0.24218395	PRAMEF11	PRAME family member 11
215967_s_at	0.957	0.8156653	-0.2350289	-5.1789	-0.12878638	LY9	lymphocyte antigen 9
213885_at	0.792	0.3797402	-0.8905415	-5.1789	-0.27532085	TRIM3	tripartite motif containing 3
210833_at	0.955	0.8070302	0.2462654	-5.1789	0.1716988	PTGER3	prostaglandin E receptor 3
205693_at	0.928	0.7142148	0.3694244	-5.1789	0.20635968	TNNT3	troponin T3, fast skeletal type
204238_s_at	0.947	0.7758695	0.2870925	-5.1789	0.19030522	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
221573_at	0.957	0.8169902	0.2333077	-5.1791	0.14632581	C7orf25///PSMA2	chromosome 7 open reading frame 25///proteasome subunit alpha 2
221396_at	0.942	0.7577929	-0.3109997	-5.1791	-0.16761118	TAS2R7	taste 2 receptor member 7
217964_at	0.731	0.2789453	-1.101148	-5.1791	-0.29813896	TTC19	tetratricopeptide repeat domain 19
208793_x_at	0.956	0.8120773	-0.239694	-5.1791	-0.12878534	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
220866_at	0.955	0.807228	-0.2460078	-5.1792	-0.15068762	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6
203717_at	0.936	0.7315317	0.346064	-5.1792	0.23729082	DPP4	dipeptidyl peptidase 4
208182_x_at	0.937	0.7380583	0.3373105	-5.1792	0.2347124	IFNA14	interferon alpha 14
206068_s_at	0.928	0.7157931	0.3672868	-5.1792	0.22879801	ACADL	acyl-CoA dehydrogenase, long chain
216734_s_at	0.928	0.7148511	0.3685625	-5.1793	0.16652794	CXCR5	C-X-C motif chemokine receptor 5
203469_s_at	0.937	0.7386388	-0.3365331	-5.1794	-0.19857578	CDK10	cyclin dependent kinase 10
208605_s_at	0.927	0.7090841	0.376385	-5.1794	0.2102287	NTRK1	neurotrophic receptor tyrosine kinase 1
218196_at	0.8	0.3944298	-0.8630936	-5.1794	-0.45741762	OSTM1	osteopetrosis associated transmembrane protein 1
214868_at	0.934	0.7280882	-0.3506934	-5.1795	-0.22152553	PIWIL1	piwi like RNA-mediated gene silencing 1
210567_s_at	0.957	0.8163285	-0.2341672	-5.1795	-0.16244369	SKP2	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase
217411_s_at	0.955	0.8089354	0.2437836	-5.1795	0.13758299	RREB1	ras responsive element binding protein 1
216441_at	0.958	0.8193781	0.230207	-5.1796	0.16097673		
221111_at	0.941	0.7522209	0.3184053	-5.1796	0.19266654	IL26	interleukin 26
221198_at	0.94	0.7487539	-0.3230222	-5.1796	-0.15881253	SCT	secretin
221062_at	0.955	0.8055457	0.2482003	-5.1796	0.15895205	HS3ST3B1	heparan sulfate-glucosamine 3-sulfotransferase 3B1
217014_s_at	0.845	0.4796609	-0.7151125	-5.1797	-0.29880219	AZGP1P1///AZGP1	alpha-2-glycoprotein 1, zinc-binding pseudogene 1///alpha-2-glycoprotein 1, zinc-binding
206407_s_at	0.958	0.8182589	-0.23166	-5.1797	-0.13416394	CCL13	C-C motif chemokine ligand 13
211081_s_at	0.958	0.8201776	0.2291694	-5.1797	0.15721361	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
208495_at	0.947	0.777524	-0.284913	-5.1797	-0.1831824	TLX3	T-cell leukemia homeobox 3
215699_x_at	0.884	0.5852185	0.5512875	-5.1798	0.33320581	SFI1	SFI1 centrin binding protein
208169_s_at	0.953	0.796318	0.2602496	-5.1798	0.19759779	PTGER3	prostaglandin E receptor 3
207195_at	0.926	0.7048426	0.3821535	-5.1798	0.22757605	CNTN6	contactin 6
221023_s_at	0.855	0.5090008	0.6677833	-5.1798	0.26154023	KCNH6	potassium voltage-gated channel subfamily H member 6
220065_at	0.951	0.7891155	-0.2696814	-5.1798	-0.19403577	TNMD	tenomodulin
215999_at	0.954	0.8025059	0.2521655	-5.1798	0.15137592	CDRT1	CMT1A duplicated region transcript 1
209349_at	0.955	0.8051376	-0.2487324	-5.1799	-0.15550825	RAD50	RAD50 double strand break repair protein
209238_at	0.834	0.4586241	-0.7500709	-5.1799	-0.41685369	STX3	syntaxin 3
216874_at	0.947	0.7759047	-0.2870462	-5.1799	-0.22392322	LOC100505498	uncharacterized LOC100505498
202058_s_at	0.924	0.6969089	0.3929786	-5.18	0.2567413	KPNA1	karyopherin subunit alpha 1
220509_at	0.955	0.8080877	-0.2448877	-5.18	-0.15503353	RBM26	RNA binding motif protein 26
219939_s_at	0.708	0.2506801	-1.1696347	-5.18	-0.3568607	CSDE1	cold shock domain containing E1
204216_s_at	0.864	0.5307079	-0.6337263	-5.18	-0.37178042	ZC3H14	zinc finger CCCH-type containing 14
215482_s_at	0.807	0.4105813	-0.833651	-5.1801	-0.4369033	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
201147_s_at	0.793	0.3822919	-0.8857254	-5.1801	-0.33377821	TIMP3	TIMP metallopeptidase inhibitor 3
216337_at	0.925	0.7018195	0.3862728	-5.1801	0.23859171		
220433_at	0.956	0.8104029	0.2418729	-5.1801	0.14816417	PRRG3	proline rich and Gla domain 3
210889_s_at	0.915	0.6679073	0.432967	-5.1801	0.2280015	FCGR2B	Fc fragment of IgG receptor IIb
205808_at	0.915	0.6657412	0.4359815	-5.1801	0.23268319	ASPH	aspartate beta-hydroxylase
209676_at	0.954	0.802857	-0.2517073	-5.1801	-0.17925772	TFPI	tissue factor pathway inhibitor
214840_at	0.939	0.7457629	-0.3270108	-5.1801	-0.13579839	TOM1L2	target of myb1 like 2 membrane trafficking protein
222271_at	0.882	0.5777812	-0.5623002	-5.1802	-0.33503627		
216500_at	0.893	0.6051703	-0.5220734	-5.1802	-0.30787806		
207453_s_at	0.883	0.5807025	0.5579663	-5.1802	0.21740467	DNAJB5	DnaJ heat shock protein family (Hsp40) member B5
217204_at	0.937	0.7382322	0.3370776	-5.1802	0.2213068	MTRF1L	mitochondrial translational release factor 1 like
206805_at	0.955	0.8054678	0.248302	-5.1803	0.16702929	SEMA3A	semaphorin 3A
206589_at	0.942	0.7566891	-0.3124653	-5.1803	-0.16766989	GFI1	growth factor independent 1 transcriptional repressor
49049_at	0.94	0.7486544	-0.3231547	-5.1803	-0.16884837	DTX3	deltex E3 ubiquitin ligase 3
218192_at	0.805	0.40633	-0.8413292	-5.1803	-0.37287365	IP6K2	inositol hexakisphosphate kinase 2
212789_at	0.891	0.6008216	0.5284014	-5.1804	0.34683245	NCAPD3	non-SMC condensin II complex subunit D3
204054_at	0.927	0.7068544	0.3794159	-5.1804	0.22154297	PTEN	phosphatase and tensin homolog
204614_at	0.944	0.7634779	-0.3034619	-5.1804	-0.21688208	SERPINB2	serpin family B member 2
204882_at	0.95	0.7834075	0.2771737	-5.1804	0.17670079	ARHGAP25	Rho GTPase activating protein 25
207210_at	0.923	0.6934343	-0.3977344	-5.1805	-0.22860468	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
207462_at	0.958	0.8211012	0.2279712	-5.1805	0.14087627	GLRA2	glycine receptor alpha 2
210925_at	0.9	0.6260432	0.4919901	-5.1806	0.29887008	CIITA	class II major histocompatibility complex transactivator
50400_at	0.876	0.5593094	0.5899603	-5.1806	0.28327105	PAOX	polyamine oxidase (exo-N4-amino)
219102_at	0.919	0.6783556	0.418482	-5.1806	0.24573574	RCN3	reticulocalbin 3
221546_at	0.958	0.8221536	0.2266061	-5.1806	0.15171677	PRPF18	pre-mRNA processing factor 18
210699_at	0.936	0.733417	0.3435327	-5.1807	0.19902299		
206195_x_at	0.959	0.8241702	0.2239916	-5.1807	0.13780734	GH2	growth hormone 2
205504_at	0.917	0.6741757	0.4242658	-5.1807	0.19597803	BTK	Bruton tyrosine kinase
207434_s_at	0.906	0.6412596	-0.4703444	-5.1807	-0.2722002	FXYD6-FXYD2///FXYD2	FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2
212379_at	0.955	0.80578	-0.2478949	-5.1807	-0.15664113	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
221283_at	0.957	0.8159519	0.2346566	-5.1807	0.13923564	RUNX2	runt related transcription factor 2
217861_s_at	0.768	0.3362989	-0.9759927	-5.1808	-0.29253241	PREB	prolactin regulatory element binding
219148_at	0.921	0.6853373	0.4088532	-5.1809	0.2931462	PBK	PDZ binding kinase
206259_at	0.96	0.825546	-0.2222089	-5.1809	-0.12615557	PROC	protein C, inactivator of coagulation factors Va and VIIIa
212580_at	0.959	0.824669	0.2233452	-5.181	0.13927389	CAST	calpastatin
210323_at	0.959	0.8243659	0.223738	-5.181	0.14404747	TEKT2	tektin 2
201629_s_at	0.947	0.7769441	-0.2856768	-5.181	-0.16458643	ACP1	acid phosphatase 1, soluble
209862_s_at	0.855	0.5065754	0.6716372	-5.181	0.24645119	CEP57	centrosomal protein 57
211917_s_at	0.931	0.7219068	-0.3590232	-5.1811	-0.21848753	PRLR	prolactin receptor
215711_s_at	0.953	0.7963814	0.2601667	-5.1811	0.16989952	WEE1	WEE1 G2 checkpoint kinase
217248_s_at	0.905	0.640552	0.471346	-5.1811	0.32885484	SLC7A8	solute carrier family 7 member 8
217459_at	0.95	0.78494	-0.2751605	-5.1811	-0.16283181		
222272_x_at	0.849	0.4926393	0.6939821	-5.1811	0.27715539	SCIN	scinderin
215443_at	0.944	0.7638864	0.3029209	-5.1812	0.19999362	TSHR	thyroid stimulating hormone receptor
204616_at	0.869	0.5431475	0.614544	-5.1812	0.40678205	UCHL3	ubiquitin C-terminal hydrolase L3
215940_at	0.942	0.7557646	-0.3136933	-5.1812	-0.20220746	LINC01361	long intergenic non-protein coding RNA 1361
204728_s_at	0.96	0.8268886	-0.2204698	-5.1813	-0.12253613	WDHD1	WD repeat and HMG-box DNA binding protein 1
215569_at	0.939	0.74635	-0.3262275	-5.1813	-0.21062367	GTF2IRD2B	GTF2I repeat domain containing 2B
214350_at	0.959	0.8240542	-0.224142	-5.1813	-0.12889483	SNTB2	syntrophin beta 2
206596_s_at	0.953	0.798783	-0.2570272	-5.1813	-0.14927792	NRL	neural retina leucine zipper
216152_at	0.88	0.5691501	-0.5751687	-5.1814	-0.33608017		
217471_at	0.895	0.6110849	-0.5135009	-5.1814	-0.28105442	LINC01482	long intergenic non-protein coding RNA 1482
215878_at	0.954	0.8034579	0.2509232	-5.1814	0.1799079	ITGB1	integrin subunit beta 1
207037_at	0.94	0.7483375	0.3235771	-5.1814	0.19815934	TNFRSF11A	TNF receptor superfamily member 11a
220628_s_at	0.957	0.8153187	0.2354794	-5.1815	0.12802839	SDK2	sidekick cell adhesion molecule 2
219558_at	0.927	0.7133954	0.3705348	-5.1815	0.20787436	ATP13A3	ATPase 13A3
219865_at	0.903	0.6355518	-0.478437	-5.1815	-0.26441177	LINC00339	long intergenic non-protein coding RNA 339
216076_at	0.955	0.8076049	0.2455166	-5.1815	0.13433168	L3MBTL1	l(3)mbt-like 1 (Drosophila)
213542_at	0.78	0.3583993	0.9316666	-5.1816	0.35074713	ZNF710	zinc finger protein 710
217522_at	0.954	0.8032524	0.2511914	-5.1816	0.17730958	KCNV2	potassium voltage-gated channel modifier subfamily V member 2
200796_s_at	0.961	0.8283499	-0.2185777	-5.1816	-0.13264713	MCL1	BCL2 family apoptosis regulator
214604_at	0.959	0.8230711	0.2254164	-5.1816	0.13127538	HOXD11	homeobox D11
39763_at	0.937	0.740553	0.3339715	-5.1816	0.17325214	HPX	hemopexin
208403_x_at	0.955	0.8096178	-0.242895	-5.1817	-0.14575542	MAX	MYC associated factor X
212937_s_at	0.958	0.821014	-0.2280843	-5.1817	-0.11755417	COL6A1	collagen type VI alpha 1 chain
204460_s_at	0.942	0.7566662	-0.3124957	-5.1817	-0.19935066	RAD1	RAD1 checkpoint DNA exonuclease
207531_at	0.955	0.8073148	-0.2458947	-5.1817	-0.15715817	CRYGC	crystallin gamma C
216357_at	0.959	0.8250169	-0.2228944	-5.1817	-0.16073966	SNX1	sorting nexin 1
219712_s_at	0.961	0.828921	0.2178385	-5.1817	0.15571932	SHPK///TRPV1	sedoheptulokinase///transient receptor potential cation channel subfamily V member 1
209893_s_at	0.925	0.7021403	-0.3858355	-5.1818	-0.22310432	FUT4	fucosyltransferase 4
205663_at	0.852	0.5010057	0.680526	-5.1818	0.30639349	PCBP3	poly(rC) binding protein 3
206154_at	0.955	0.8099563	0.2424543	-5.1818	0.15417122	RLBP1	retinaldehyde binding protein 1
204374_s_at	0.91	0.6546427	-0.4514918	-5.1819	-0.20269246	GALK1	galactokinase 1
211812_s_at	0.961	0.8290555	0.2176645	-5.1819	0.15073431	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
216364_s_at	0.926	0.7030118	0.3846475	-5.182	0.21869952	AFF2	AF4/FMR2 family member 2
205248_at	0.956	0.8117031	0.2401809	-5.182	0.14605515	DOPEY2	dopey family member 2
217007_s_at	0.953	0.7983767	-0.2575581	-5.182	-0.1762289	ADAM15	ADAM metallopeptidase domain 15
216411_s_at	0.933	0.7255486	0.3541126	-5.182	0.24410507	GALK2	galactokinase 2
207201_s_at	0.962	0.8315302	0.2144627	-5.182	0.11228159	SLC22A1	solute carrier family 22 member 1
216343_at	0.956	0.8124348	0.239229	-5.182	0.15744843		
201765_s_at	0.855	0.5078189	-0.6696601	-5.1821	-0.33241095	HEXA	hexosaminidase subunit alpha
201032_at	0.703	0.243456	-1.1880332	-5.1821	-0.406464	BLCAP	bladder cancer associated protein
207274_at	0.958	0.8218761	0.226966	-5.1821	0.14836889	CHRNE	cholinergic receptor nicotinic epsilon subunit
205269_at	0.892	0.6031771	0.5249712	-5.1821	0.34260053	LCP2	lymphocyte cytosolic protein 2
220197_at	0.939	0.7453562	0.3275537	-5.1822	0.20176266	ATP6V0A4	ATPase H+ transporting V0 subunit a4
201645_at	0.8	0.393866	-0.8641349	-5.1822	-0.37550583	TNC	tenascin C
210787_s_at	0.954	0.8042336	0.2499114	-5.1822	0.15236444	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2
205251_at	0.756	0.3161716	1.018102	-5.1823	0.3038581	PER2	period circadian clock 2
211082_x_at	0.941	0.7518874	-0.318849	-5.1823	-0.19337034	MARK2	microtubule affinity regulating kinase 2
213583_x_at	0.676	0.2080511	-1.2845694	-5.1824	-0.3453573	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
221105_at	0.962	0.8324448	-0.2132801	-5.1824	-0.15669168		
214191_at	0.911	0.6554684	0.4503342	-5.1824	0.26560055	ICA1	islet cell autoantigen 1
220273_at	0.916	0.6691116	-0.4312926	-5.1824	-0.1932575	IL17B	interleukin 17B
221611_s_at	0.959	0.8248385	0.2231256	-5.1824	0.1357906	PHF7	PHD finger protein 7
212574_x_at	0.953	0.796988	0.2593734	-5.1825	0.15647754	TMEM259	transmembrane protein 259
202008_s_at	0.921	0.6880247	0.4051571	-5.1825	0.25990757	NID1	nidogen 1
204506_at	0.83	0.4496089	0.7653388	-5.1825	0.35056773	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
209888_s_at	0.961	0.8298458	-0.2166418	-5.1825	-0.14809892	MYL1	myosin light chain 1
200799_at	0.686	0.2224936	1.2438088	-5.1826	0.47736421	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
205673_s_at	0.922	0.689387	0.4032857	-5.1826	0.26604289	ASB9	ankyrin repeat and SOCS box containing 9
212282_at	0.771	0.343106	-0.9621379	-5.1826	-0.33982315	TMEM97	transmembrane protein 97
207963_at	0.905	0.6404917	0.4714314	-5.1827	0.22941155	KIF25-AS1	KIF25 antisense RNA 1
214006_s_at	0.94	0.7504916	-0.3207072	-5.1827	-0.20137838	GGCX	gamma-glutamyl carboxylase
207400_at	0.959	0.8245388	-0.223514	-5.1827	-0.17292426	NPY5R	neuropeptide Y receptor Y5
206304_at	0.937	0.7399879	0.3347275	-5.1828	0.16639477	MYBPH	myosin binding protein H
203631_s_at	0.927	0.7056639	-0.3810355	-5.1828	-0.24893223	GPRC5B	G protein-coupled receptor class C group 5 member B
203287_at	0.956	0.8112291	-0.2407977	-5.1828	-0.15485542	LAD1	ladinin 1
220446_s_at	0.898	0.6213921	0.4986533	-5.1828	0.29506627	CHST4	carbohydrate sulfotransferase 4
214425_at	0.959	0.8246928	-0.2233143	-5.1828	-0.15194885	AMBP	alpha-1-microglobulin/bikunin precursor
216799_at	0.877	0.5615146	-0.5866342	-5.1829	-0.28037364		
204205_at	0.866	0.5365971	-0.6246159	-5.1829	-0.43577769	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
201715_s_at	0.769	0.3381837	-0.9721378	-5.1829	-0.32006318	ACIN1	apoptotic chromatin condensation inducer 1
220055_at	0.963	0.8347641	0.2102823	-5.1829	0.13765064	ZNF287	zinc finger protein 287
205949_at	0.96	0.8266033	-0.2208392	-5.1829	-0.15314654	CA1	carbonic anhydrase 1
217665_at	0.9	0.6261433	0.4918469	-5.183	0.24464058	ZNF813	zinc finger protein 813
202895_s_at	0.958	0.8196938	-0.2297974	-5.183	-0.13878745	SIRPA	signal regulatory protein alpha
210364_at	0.927	0.7098265	-0.3753768	-5.183	-0.22701998	SCN2B	sodium voltage-gated channel beta subunit 2
215763_at	0.958	0.8217229	-0.2271646	-5.183	-0.16257784		
210914_at	0.955	0.8084284	0.2444439	-5.1831	0.1745384		
217219_at	0.95	0.7851063	0.2749422	-5.1831	0.13762328	DKFZP434A062	uncharacterized LOC26102
215710_at	0.945	0.7691319	-0.2959828	-5.1831	-0.21193168	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
218894_s_at	0.945	0.7681289	-0.2973084	-5.1831	-0.17154564	MAGOHB	mago homolog B, exon junction complex core component
220688_s_at	0.873	0.5518261	-0.601297	-5.1831	-0.26970184	MRTO4	MRT4 homolog, ribosome maturation factor
217261_at	0.957	0.8159722	-0.2346301	-5.1832	-0.14196491	TTTY2B///TTTY2	testis-specific transcript, Y-linked 2B (non-protein coding)///testis-specific transcript, Y-linked 2 (non-protein coding)
211287_x_at	0.954	0.8018718	0.2529931	-5.1832	0.16119613	CSF2RA	colony stimulating factor 2 receptor alpha subunit
203591_s_at	0.927	0.709682	0.375573	-5.1832	0.23314994	CSF3R	colony stimulating factor 3 receptor
208321_s_at	0.87	0.5474544	0.6079564	-5.1832	0.25527496	CABP1	calcium binding protein 1
219758_at	0.963	0.8363992	0.20817	-5.1832	0.10904505	TTC26	tetratricopeptide repeat domain 26
215472_at	0.932	0.7227093	0.3579403	-5.1832	0.21856568	PACRG	PARK2 coregulated
216126_at	0.847	0.4859713	-0.7047985	-5.1832	-0.33121224	LINC00663	long intergenic non-protein coding RNA 663
208206_s_at	0.91	0.6509507	-0.456676	-5.1832	-0.21416622	RASGRP2	RAS guanyl releasing protein 2
201465_s_at	0.961	0.8287913	0.2180064	-5.1833	0.1107688	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
213055_at	0.885	0.5883764	-0.5466321	-5.1833	-0.29638446	CD47	CD47 molecule
222315_at	0.963	0.8372739	-0.2070404	-5.1833	-0.14101029	LOC100996756	uncharacterized LOC100996756
216913_s_at	0.937	0.7386238	0.3365532	-5.1833	0.20871212	RRP12	ribosomal RNA processing 12 homolog
216805_at	0.946	0.7720416	-0.2921406	-5.1833	-0.17991462		
219954_s_at	0.959	0.8235316	0.2248194	-5.1834	0.15314473	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
208440_at	0.964	0.8379028	0.2062286	-5.1834	0.11646863	LINC01565	long intergenic non-protein coding RNA 1565
205288_at	0.92	0.681939	0.413535	-5.1834	0.24820163	CDC14A	cell division cycle 14A
221578_at	0.907	0.6460991	0.4635076	-5.1834	0.24886861	RASSF4	Ras association domain family member 4
210066_s_at	0.897	0.6158248	0.5066589	-5.1834	0.31368293	AQP4	aquaporin 4
220541_at	0.924	0.6964716	-0.3935767	-5.1834	-0.25977468	MMP26	matrix metallopeptidase 26
209902_at	0.925	0.7025234	0.3853131	-5.1835	0.26204899	ATR	ATR serine/threonine kinase
213780_at	0.964	0.8391823	0.204577	-5.1835	0.12022245	TCHH	trichohyalin
204486_at	0.96	0.8262946	0.2212392	-5.1835	0.13044508	LOC101927338///KCNQ1OT1	uncharacterized LOC101927338///KCNQ1 opposite strand/antisense transcript 1 (non-protein coding)
222070_at	0.839	0.467783	-0.7347391	-5.1835	-0.42643544	DND1	DND microRNA-mediated repression inhibitor 1
207181_s_at	0.827	0.4451403	0.7729739	-5.1836	0.33213243	CASP7	caspase 7
213802_at	0.93	0.7184535	0.3636877	-5.1836	0.21219292	PRSS12	protease, serine 12
215920_s_at	0.91	0.6523204	0.4547513	-5.1837	0.2664045	NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B15///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1
219166_at	0.942	0.7577489	0.3110581	-5.1837	0.21394264	DNAAF2	dynein axonemal assembly factor 2
216324_at	0.907	0.6449236	0.4651663	-5.1837	0.24111583		
216503_s_at	0.936	0.7333516	-0.3436204	-5.1837	-0.22913938	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10
221624_at	0.955	0.8070206	0.246278	-5.1837	0.13312836	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
217270_s_at	0.964	0.8377819	0.2063845	-5.1837	0.10366151	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B
221079_s_at	0.924	0.6959933	-0.394231	-5.1838	-0.20020187	METTL2A///METTL2B	methyltransferase like 2A///methyltransferase like 2B
216830_at	0.962	0.8325914	-0.2130906	-5.1838	-0.11835648	LOC101929047///HERC2P10///HERC2	uncharacterized LOC101929047///hect domain and RLD 2 pseudogene 10///HECT and RLD domain containing E3 ubiquitin protein ligase 2
211155_s_at	0.96	0.8278075	0.21928	-5.1838	0.13992644	THPO	thrombopoietin
215975_x_at	0.951	0.7883537	0.2706804	-5.1838	0.16490602	GK	glycerol kinase
