ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
NM_032937.1_PROBE1	7.41e-01	6.62e-01	0.4411179	-6.873228	0.07637959		
NM_032815.1_PROBE1	7.75e-01	7.04e-01	0.38423	-6.87325	0.06673928	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
7487523CB1_PROBE1	6.54e-01	5.62e-01	-0.5863255	-6.87335	-0.26240595	EFNA2	ephrin A2
NM_004281.2_PROBE1	7.66e-01	6.93e-01	0.3987678	-6.873611	0.06853361	BAG3	BCL2 associated athanogene 3
344646.1_PROBE1	7.40e-01	6.60e-01	0.4440779	-6.873812	0.10204072	KDM1B	lysine demethylase 1B
NM_020203.1_PROBE1	6.60e-01	5.69e-01	-0.5764099	-6.873945	-0.13110939	MEPE	matrix extracellular phosphoglycoprotein
BF986451_PROBE1	7.85e-01	7.16e-01	0.3678892	-6.87413	0.09351287	LIMA1	LIM domain and actin binding 1
5873963CB1_PROBE1	6.39e-01	5.45e-01	0.6123567	-6.874222	0.12084986	APOBR	apolipoprotein B receptor
NM_015926.1_PROBE1	8.78e-01	8.33e-01	0.213156	-6.874265	0.06295701	TEX264	testis expressed 264
128903.1_PROBE1	9.02e-01	8.64e-01	0.1725473	-6.874458	0.0351987		
AP000503_PROBE1	7.40e-01	6.60e-01	0.4441462	-6.874797	0.09601657	HSPA1L	heat shock protein family A (Hsp70) member 1 like
1383024.1_PROBE1	6.73e-01	5.83e-01	-0.5544564	-6.875216	-0.10997227	CD207	CD207 molecule
1099058.1_PROBE1	6.97e-01	6.11e-01	-0.5141697	-6.875351	-0.07300372		
NM_014292.1_PROBE1	6.47e-01	5.55e-01	0.5971849	-6.875397	0.09163827	CBX6	chromobox 6
NM_001500.1_PROBE1	8.76e-01	8.31e-01	0.2155814	-6.875412	0.02858528	GMDS	GDP-mannose 4,6-dehydratase
375514.9_PROBE2	6.49e-01	5.57e-01	0.5946481	-6.876535	0.10382517	SLC25A29	solute carrier family 25 member 29
1386681.1_PROBE1	9.82e-01	9.76e-01	0.0307313	-6.876779	0.01111403		
BM010381_PROBE1	6.51e-01	5.59e-01	-0.5908176	-6.876827	-0.16078309	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
1503072.6_PROBE1	9.57e-01	9.39e-01	0.0765572	-6.87721	0.01769299	UBR4	ubiquitin protein ligase E3 component n-recognin 4
NM_000511.1_PROBE1	6.41e-01	5.48e-01	0.6079434	-6.877328	0.07362511	FUT2	fucosyltransferase 2
5530419CB1_PROBE1	6.61e-01	5.70e-01	-0.574783	-6.877438	-0.11619334	LRP5L	LDL receptor related protein 5 like
NM_000211.1_PROBE1	6.90e-01	6.04e-01	0.525009	-6.877545	0.11861952	ITGB2	integrin subunit beta 2
NM_006031.1_PROBE1	6.48e-01	5.56e-01	-0.5954846	-6.877978	-0.07211352	PCNT	pericentrin
1440001.1_PROBE1	7.30e-01	6.48e-01	0.4606248	-6.878191	0.08591908		
NM_002754.1_PROBE1	6.66e-01	5.76e-01	0.5658585	-6.878507	0.06980155	MAPK13	mitogen-activated protein kinase 13
NM_005741.1_PROBE1	7.87e-01	7.19e-01	0.3638411	-6.878949	0.05850616	ZNF263	zinc finger protein 263
NM_022779.1_PROBE1	8.32e-01	7.75e-01	0.288381	-6.878993	0.04723153	DDX31	DEAD-box helicase 31
153831CB1_PROBE1	6.63e-01	5.72e-01	0.5709372	-6.879176	0.08574971	TAL1///STIL	TAL bHLH transcription factor 1, erythroid differentiation factor///SCL/TAL1 interrupting locus
NM_003858.1_PROBE1	6.59e-01	5.67e-01	-0.578692	-6.879324	-0.20851028		
NM_004568.1_PROBE1	6.45e-01	5.52e-01	0.6018391	-6.879457	0.09625534	SERPINB6	serpin family B member 6
NM_000927.2_PROBE1	8.26e-01	7.67e-01	0.2989306	-6.879525	0.07432006	ABCB1	ATP binding cassette subfamily B member 1
NM_001983.1_PROBE1	7.45e-01	6.67e-01	-0.4351029	-6.879681	-0.10579767	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
NM_016565.1_PROBE1	6.44e-01	5.51e-01	-0.6033916	-6.879702	-0.08265085	COA4	cytochrome c oxidase assembly factor 4 homolog
1446592.3_PROBE1	7.71e-01	6.99e-01	-0.3910033	-6.879936	-0.06005449	ECI1	enoyl-CoA delta isomerase 1
NM_017966.1_PROBE1	6.52e-01	5.60e-01	0.5902319	-6.880124	0.11649256	VPS37C	VPS37C, ESCRT-I subunit
1397751.10_PROBE1	5.96e-01	5.00e-01	-0.6831944	-6.88017	-0.05537599		
NM_022731.1_PROBE1	6.65e-01	5.74e-01	-0.5679527	-6.880388	-0.13126958	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
476017.5_PROBE1	8.45e-01	7.91e-01	-0.2674034	-6.880434	-0.06578979	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
NM_016946.1_PROBE1	6.44e-01	5.51e-01	0.6033274	-6.880642	0.13610056	F11R	F11 receptor
NM_016403.1_PROBE1	9.35e-01	9.09e-01	0.1148392	-6.88086	0.03279949	CWC15	CWC15 spliceosome-associated protein
AB014574_PROBE1	6.46e-01	5.54e-01	-0.5987096	-6.880893	-0.09368408	FKBP15	FK506 binding protein 15
AL050012_PROBE1	9.62e-01	9.48e-01	0.0657092	-6.880914	0.01216715	GOLGA1	golgin A1
NM_021107.1_PROBE1	6.61e-01	5.70e-01	-0.574264	-6.88095	-0.0763511	MRPS12	mitochondrial ribosomal protein S12
BC008043_PROBE1	9.80e-01	9.72e-01	-0.0354963	-6.881226	-0.00669299	TMEM41A	transmembrane protein 41A
AA348191_PROBE1	6.82e-01	5.94e-01	0.5388491	-6.88149	0.15557398	HLA-DPB1	major histocompatibility complex, class II, DP beta 1
NM_031954.1_PROBE1	8.43e-01	7.88e-01	0.2710951	-6.881863	0.05196078	KCTD10	potassium channel tetramerization domain containing 10
1452379.2_PROBE1	8.83e-01	8.39e-01	-0.204992	-6.881879	-0.05181385		
NM_003706.1_PROBE1	9.96e-01	9.95e-01	0.0062755	-6.882539	0.00170374	PLA2G4C	phospholipase A2 group IVC
NM_004592.1_PROBE1	6.49e-01	5.56e-01	-0.5951149	-6.882963	-0.07063508	SFSWAP	splicing factor SWAP homolog
NM_006278.1_PROBE1	8.16e-01	7.54e-01	-0.3165022	-6.882991	-0.06031365	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4
NM_004221.1_PROBE1	6.96e-01	6.09e-01	-0.516437	-6.883029	-0.14146769	IL32	interleukin 32
AA648897_PROBE1	1.00	1.00	-0.0005233	-6.883524	-0.00008712		
NM_015129.1_PROBE1	6.49e-01	5.57e-01	0.5948024	-6.884014	0.18088105	SEPT6	septin 6
NM_018270.1_PROBE1	9.38e-01	9.13e-01	0.1102399	-6.884499	0.01946783	MRGBP	MRG/MORF4L binding protein
208262.3_PROBE1	6.49e-01	5.57e-01	-0.5940233	-6.884545	-0.13193567	LINC01272	long intergenic non-protein coding RNA 1272
1449821.2_PROBE1	6.54e-01	5.62e-01	-0.5868258	-6.885582	-0.09138703	NOL4L	nucleolar protein 4 like
AL137938_PROBE1	6.69e-01	5.80e-01	-0.5602881	-6.885615	-0.09130068	PXK	PX domain containing serine/threonine kinase like
NM_018384.1_PROBE1	7.03e-01	6.17e-01	-0.5055814	-6.885791	-0.05769908	GIMAP5	GTPase, IMAP family member 5
4646418CB1_PROBE1	8.74e-01	8.28e-01	0.2194612	-6.886429	0.04467264	CRIP2	cysteine rich protein 2
214671.2_PROBE1	6.79e-01	5.90e-01	0.5448374	-6.886768	0.07227328	MROH7	maestro heat like repeat family member 7
NM_001251.1_PROBE1	6.70e-01	5.81e-01	-0.5576803	-6.886937	-0.0910983	CD68	CD68 molecule
NM_015997.1_PROBE1	6.98e-01	6.12e-01	-0.5131737	-6.88694	-0.06982146	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
NM_005915.2_PROBE1	9.11e-01	8.76e-01	0.1572405	-6.88695	0.03570172	MCM6	minichromosome maintenance complex component 6
NM_003822.1_PROBE1	6.82e-01	5.93e-01	0.5397804	-6.886978	0.3011021	NR5A2	nuclear receptor subfamily 5 group A member 2
NM_006523.1_PROBE1	6.63e-01	5.72e-01	-0.5715073	-6.887061	-0.10055294	XPNPEP1	X-prolyl aminopeptidase 1
AI871206_PROBE1	8.19e-01	7.58e-01	0.3107789	-6.887403	0.04444906	RAB3GAP2///AURKAPS1	RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1
NM_024339.1_PROBE1	8.70e-01	8.23e-01	-0.2259364	-6.887641	-0.04935093	THOC6	THO complex 6
1705054CB1_PROBE1	6.70e-01	5.81e-01	-0.5580285	-6.888243	-0.10032846	WBP2	WW domain binding protein 2
NM_005465.1_PROBE1	7.26e-01	6.44e-01	-0.4663245	-6.888358	-0.11257816	AKT3	AKT serine/threonine kinase 3
NM_007218.1_PROBE1	8.53e-01	8.01e-01	-0.2541875	-6.888555	-0.03681697	RNF139	ring finger protein 139
1439821.1_PROBE1	7.37e-01	6.56e-01	0.4495673	-6.888767	0.22933644		
1501890.6_PROBE1	6.95e-01	6.09e-01	-0.5173318	-6.88918	-0.15973002	FNBP1	formin binding protein 1
1059843.1_PROBE1	7.15e-01	6.31e-01	-0.4849396	-6.889241	-0.10962658		
367727.18_PROBE1	9.05e-01	8.67e-01	-0.1687239	-6.889276	-0.02542799	MXD3	MAX dimerization protein 3
NM_022460.1_PROBE1	7.09e-01	6.24e-01	-0.4947442	-6.889409	-0.15291125	HS1BP3	HCLS1 binding protein 3
AK023157_PROBE1	7.66e-01	6.93e-01	0.3988276	-6.890497	0.14027701		
1137324.1_PROBE1	8.78e-01	8.33e-01	-0.2128353	-6.89051	-0.06599335		
1449759.2_PROBE1	6.78e-01	5.89e-01	-0.5465914	-6.890714	-0.10262318		
1453442CB1_PROBE1	6.67e-01	5.77e-01	0.5642054	-6.890852	0.23947389	TYMP	thymidine phosphorylase
NM_022044.1_PROBE1	6.66e-01	5.77e-01	0.5647856	-6.890918	0.11110777	SDF2L1	stromal cell derived factor 2 like 1
NM_013260.1_PROBE1	6.61e-01	5.70e-01	0.5742038	-6.891225	0.08392522	SAP30BP	SAP30 binding protein
NM_052873_PROBE1	9.10e-01	8.74e-01	-0.1596963	-6.891366	-0.01891211	IFT43	intraflagellar transport 43
208876.1_PROBE1	7.26e-01	6.45e-01	0.4656688	-6.8916	0.0721669		
NM_003387.2_PROBE1	7.18e-01	6.36e-01	-0.478941	-6.891663	-0.06057731	WIPF1	WAS/WASL interacting protein family member 1
424307.28_PROBE1	6.75e-01	5.86e-01	-0.5501594	-6.891705	-0.13443171		
1503061.2_PROBE1	7.08e-01	6.23e-01	0.4965201	-6.891732	0.05961578	DLC1	DLC1 Rho GTPase activating protein
BI020654_PROBE1	7.17e-01	6.34e-01	-0.4804619	-6.891992	-0.0789697	FEM1A	fem-1 homolog A
AB011090_PROBE1	7.06e-01	6.21e-01	0.5001752	-6.892132	0.07794613	MGA	MGA, MAX dimerization protein
NM_031209.1_PROBE1	6.90e-01	6.04e-01	-0.5250337	-6.892466	-0.09963324	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1
NM_020650.1_PROBE1	6.95e-01	6.08e-01	0.5178388	-6.89272	0.15240409	RCN3	reticulocalbin 3
AW958315_PROBE1	7.85e-01	7.16e-01	0.3678403	-6.892888	0.07055782		
AB002295_PROBE1	8.37e-01	7.81e-01	-0.2802542	-6.893112	-0.09500586	TECPR2	tectonin beta-propeller repeat containing 2
NM_006653.1_PROBE1	9.00e-01	8.62e-01	-0.1759699	-6.893432	-0.0387697	FRS3	fibroblast growth factor receptor substrate 3
NM_000018.1_PROBE1	6.60e-01	5.69e-01	0.5767312	-6.893523	0.10965503	ACADVL	acyl-CoA dehydrogenase, very long chain
1100941.1_PROBE1	9.04e-01	8.67e-01	-0.1689604	-6.893558	-0.0545455		
1080645.3_PROBE1	8.53e-01	8.01e-01	0.2545172	-6.893831	0.04323176		
NM_002712.1_PROBE1	6.89e-01	6.01e-01	0.5281361	-6.894035	0.10717843	PPP1R7	protein phosphatase 1 regulatory subunit 7
NM_005500.1_PROBE1	7.58e-01	6.83e-01	0.4126762	-6.894297	0.08906131	SAE1	SUMO1 activating enzyme subunit 1
199671.1_PROBE1	6.56e-01	5.64e-01	0.5833391	-6.894534	0.21720954	ARRB1	arrestin beta 1
NM_000423.1_PROBE1	6.89e-01	6.02e-01	-0.5272718	-6.894709	-0.14080756	KRT2	keratin 2
238726.19_PROBE1	9.40e-01	9.16e-01	-0.1063337	-6.894752	-0.02022118	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
236204.1_PROBE1	6.92e-01	6.05e-01	0.5225586	-6.895151	0.08055904	TTYH2	tweety family member 2
2757709CB1_PROBE1	6.66e-01	5.76e-01	0.5650828	-6.895663	0.25316533	RPL27A	ribosomal protein L27a
NM_006509.1_PROBE1	8.40e-01	7.84e-01	0.2761496	-6.895729	0.07230081	RELB	RELB proto-oncogene, NF-kB subunit
348810.4_PROBE1	8.36e-01	7.80e-01	0.281772	-6.895838	0.06690246	SUGP1	SURP and G-patch domain containing 1
NM_020406.1_PROBE1	8.17e-01	7.56e-01	0.3133053	-6.895967	0.08468582	CD177	CD177 molecule
NM_022362.1_PROBE1	7.38e-01	6.58e-01	-0.4467624	-6.896056	-0.07807445	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component
NM_018285.1_PROBE1	6.63e-01	5.73e-01	0.5702347	-6.896151	0.0731128	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
NM_000904.1_PROBE1	9.59e-01	9.42e-01	0.0735083	-6.896154	0.01826454	NQO2	NAD(P)H quinone dehydrogenase 2
231190.1_PROBE1	6.20e-01	5.25e-01	-0.6437091	-6.896254	-0.06386364	FBXW8	F-box and WD repeat domain containing 8
AF052141_PROBE1	9.72e-01	9.62e-01	0.0476599	-6.896289	0.01738855	MAPK10	mitogen-activated protein kinase 10
4992550CB1_PROBE1	6.58e-01	5.67e-01	-0.5795836	-6.896314	-0.13782695	TMEM8A	transmembrane protein 8A
NM_003932.1_PROBE1	6.83e-01	5.95e-01	0.5379814	-6.896548	0.06433228	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
NM_004931.1_PROBE1	6.64e-01	5.73e-01	0.5695426	-6.896699	0.17683441	CD8B	CD8b molecule
NM_033034.1_PROBE1	7.61e-01	6.86e-01	-0.4085221	-6.897418	-0.08330376	TRIM5	tripartite motif containing 5
BE744041_PROBE1	6.59e-01	5.67e-01	-0.5783732	-6.897802	-0.18922815		
1397621.1_PROBE1	6.82e-01	5.93e-01	-0.5397351	-6.898044	-0.0935114		
335207CB1_PROBE1	6.97e-01	6.11e-01	-0.5143942	-6.898196	-0.10026493	CCNI	cyclin I
NM_018044.1_PROBE1	7.50e-01	6.73e-01	0.4256577	-6.898331	0.07369953	NSUN5	NOP2/Sun RNA methyltransferase family member 5
NM_017958.1_PROBE1	7.69e-01	6.97e-01	-0.3934167	-6.898457	-0.2041232	PLEKHB2	pleckstrin homology domain containing B2
208338.1_PROBE1	7.69e-01	6.96e-01	0.3939635	-6.89871	0.05097736	LSMEM1	leucine rich single-pass membrane protein 1
NM_003661.1_PROBE1	7.91e-01	7.23e-01	-0.3574271	-6.898831	-0.07924944	APOL1	apolipoprotein L1
AK000299_PROBE1	6.86e-01	5.99e-01	0.5319203	-6.899152	0.06720036	DCTN4	dynactin subunit 4
2757305CB1_PROBE1	6.63e-01	5.73e-01	0.5700789	-6.899196	0.07049846	CD244	CD244 molecule
NM_005077.1_PROBE1	8.93e-01	8.53e-01	0.186709	-6.899435	0.04557302	TLE1	transducin like enhancer of split 1
BC013121_PROBE1	7.04e-01	6.18e-01	0.5036552	-6.89949	0.29618799	TTI1	TELO2 interacting protein 1
1354196.1_PROBE1	8.27e-01	7.68e-01	-0.2973034	-6.899552	-0.04369851		
NM_033210.1_PROBE1	6.87e-01	6.00e-01	0.5305532	-6.900225	0.08217396	ZNF502	zinc finger protein 502
D86976_PROBE1	6.95e-01	6.09e-01	0.516757	-6.900524	0.18301095	ARHGAP45	Rho GTPase activating protein 45
NM_032345.1_PROBE1	6.75e-01	5.86e-01	-0.5513032	-6.901011	-0.06080207	PYM1	PYM homolog 1, exon junction complex associated factor
NM_004635.2_PROBE1	7.32e-01	6.51e-01	-0.4568209	-6.90106	-0.06277913	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
NM_005727.1_PROBE1	8.39e-01	7.83e-01	-0.2776358	-6.901255	-0.08503831	TSPAN1	tetraspanin 1
210011.1_PROBE1	9.65e-01	9.51e-01	0.0615299	-6.901761	0.02397076	BEGAIN	brain enriched guanylate kinase associated
AK024461_PROBE1	7.74e-01	7.03e-01	0.3853804	-6.901828	0.06813339		
NM_032827.1_PROBE1	6.99e-01	6.13e-01	-0.5111217	-6.901867	-0.12208037	ATOH8	atonal bHLH transcription factor 8
1040863.1_PROBE1	6.63e-01	5.73e-01	-0.5705389	-6.902433	-0.1121469		
NM_003708.1_PROBE1	7.03e-01	6.17e-01	0.5056004	-6.902668	0.19115463	RDH16	retinol dehydrogenase 16 (all-trans)
NM_003666.1_PROBE1	9.81e-01	9.75e-01	-0.0321736	-6.902828	-0.00625057	BLZF1	basic leucine zipper nuclear factor 1
899693.1_PROBE1	7.90e-01	7.22e-01	0.3587829	-6.902896	0.12301853		
NM_005275.1_PROBE1	6.70e-01	5.81e-01	-0.5587624	-6.902919	-0.21980367	GNL1	G protein nucleolar 1 (putative)
NM_016003.1_PROBE1	6.64e-01	5.74e-01	-0.5691066	-6.902946	-0.13947969	WIPI2	WD repeat domain, phosphoinositide interacting 2
1138584.1_PROBE1	8.86e-01	8.43e-01	-0.1995813	-6.902985	-0.04154888	NT5C3A	5'-nucleotidase, cytosolic IIIA
NM_001381.2_PROBE1	7.11e-01	6.28e-01	0.4902795	-6.903023	0.10919638	DOK1	docking protein 1
1112435.1_PROBE1	7.36e-01	6.56e-01	0.4498774	-6.903234	0.08711887		
154551.10_PROBE1	6.70e-01	5.80e-01	-0.5594231	-6.903277	-0.09832909	UTP4	UTP4, small subunit processome component
NM_014131.1_PROBE1	7.10e-01	6.26e-01	-0.4925126	-6.903354	-0.08781606		
NM_003496.1_PROBE1	9.40e-01	9.16e-01	0.1059175	-6.903418	0.02109981	TRRAP	transformation/transcription domain associated protein
221907.1_PROBE1	6.70e-01	5.80e-01	-0.5592074	-6.903734	-0.16596156		
1707371CB1_PROBE1	9.50e-01	9.31e-01	0.0875062	-6.90426	0.02668394	PICK1	protein interacting with PRKCA 1
NM_015865.1_PROBE1	6.69e-01	5.80e-01	-0.5600559	-6.904313	-0.16332977	SLC14A1	solute carrier family 14 member 1 (Kidd blood group)
NM_006795.1_PROBE1	6.66e-01	5.76e-01	0.5661379	-6.90444	0.09343091	EHD1	EH domain containing 1
NM_018029.1_PROBE1	7.04e-01	6.19e-01	0.5027476	-6.904622	0.08271326	EBLN2	endogenous Bornavirus-like nucleoprotein 2
NM_021167.1_PROBE1	8.26e-01	7.68e-01	0.2983161	-6.904684	0.08409524	GATAD1	GATA zinc finger domain containing 1
NM_017838.2_PROBE1	9.36e-01	9.11e-01	0.112149	-6.904967	0.03255128	NHP2	NHP2 ribonucleoprotein
NM_005809.1_PROBE1	7.38e-01	6.59e-01	-0.4463722	-6.904967	-0.06670704	PRDX2	peroxiredoxin 2
NM_032188.1_PROBE1	6.69e-01	5.79e-01	-0.5610211	-6.905221	-0.07351067	KAT8	lysine acetyltransferase 8
AA263106_PROBE1	8.09e-01	7.45e-01	-0.3279762	-6.905222	-0.0611864	CNBP	CCHC-type zinc finger nucleic acid binding protein
984011.1_PROBE1	7.78e-01	7.08e-01	-0.3787082	-6.905264	-0.08104785	BRSK1	BR serine/threonine kinase 1
158923.21_PROBE1	9.53e-01	9.34e-01	0.0834642	-6.90579	0.01402917	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
NM_003405.1_PROBE1	8.01e-01	7.35e-01	0.3417058	-6.906049	0.06280735	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
NM_006022.1_PROBE1	6.70e-01	5.80e-01	0.5590602	-6.906096	0.10901875	TSC22D1	TSC22 domain family member 1
1378710.1_PROBE1	7.07e-01	6.22e-01	-0.4987445	-6.907386	-0.1007198	RPS10P19///RPS10	ribosomal protein S10 pseudogene 19///ribosomal protein S10
NM_014931.1_PROBE1	7.54e-01	6.79e-01	0.4183659	-6.907706	0.11990945	PPP6R1	protein phosphatase 6 regulatory subunit 1
NM_018127.2_PROBE1	9.09e-01	8.74e-01	-0.1603951	-6.908148	-0.03597986	ELAC2	elaC ribonuclease Z 2
NM_015983.1_PROBE1	8.54e-01	8.03e-01	-0.2519435	-6.908176	-0.04017021	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
NM_032701.1_PROBE1	7.92e-01	7.25e-01	-0.3552143	-6.908346	-0.06217019	KMT5C	lysine methyltransferase 5C
AL137383_PROBE1	8.92e-01	8.52e-01	0.1886738	-6.908644	0.04130064	LOC153682	uncharacterized LOC153682
NM_004427.1_PROBE1	7.09e-01	6.25e-01	0.4944727	-6.908745	0.10381644	PHC2	polyhomeotic homolog 2
NM_014847.1_PROBE1	9.55e-01	9.37e-01	-0.0795258	-6.909015	-0.01587407	UBAP2L	ubiquitin associated protein 2 like
NM_003009.1_PROBE1	7.40e-01	6.61e-01	0.4431806	-6.909415	0.05096598	SEPW1	selenoprotein W, 1
982800.1_PROBE1	7.06e-01	6.21e-01	0.500333	-6.909443	0.09951023	NUAK2	NUAK family kinase 2
NM_004726.1_PROBE1	6.75e-01	5.86e-01	0.5502207	-6.909592	0.11699519	REPS2	RALBP1 associated Eps domain containing 2
169455CB1_PROBE1	6.79e-01	5.91e-01	-0.5434542	-6.909615	-0.20953451	OSBP2	oxysterol binding protein 2
AI304862_PROBE1	8.76e-01	8.31e-01	0.2154808	-6.909996	0.04183299		
NM_017692.1_PROBE1	7.67e-01	6.94e-01	-0.3978296	-6.910295	-0.05354901		
225420.7_PROBE1	6.93e-01	6.06e-01	-0.5210529	-6.910484	-0.07256208	SLC18A2	solute carrier family 18 member A2
NM_018230.1_PROBE1	6.98e-01	6.12e-01	0.5130048	-6.910509	0.06058785	NUP133	nucleoporin 133
NM_006842.1_PROBE1	7.16e-01	6.33e-01	-0.4831338	-6.910515	-0.07690367	SF3B2	splicing factor 3b subunit 2
NM_000561.1_PROBE1	6.78e-01	5.89e-01	0.5457404	-6.910935	0.10808324	GSTM1	glutathione S-transferase mu 1
AB029003_PROBE1	6.79e-01	5.90e-01	0.5444158	-6.911211	0.19513555	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
AF009674_PROBE1	8.24e-01	7.65e-01	-0.3016127	-6.911489	-0.08048102	AXIN1	axin 1
AL080220_PROBE1	9.65e-01	9.52e-01	-0.0604322	-6.911732	-0.00930389	C2CD3	C2 calcium dependent domain containing 3
259401.1_PROBE1	8.97e-01	8.59e-01	-0.1797497	-6.911987	-0.08240032	SNAP29	synaptosome associated protein 29
1286980CB1_PROBE1	7.24e-01	6.42e-01	-0.4703041	-6.912262	-0.26942856	TUBB2A	tubulin beta 2A class IIa
NM_004176.1_PROBE1	6.76e-01	5.87e-01	0.5491941	-6.912417	0.12091272	SREBF1	sterol regulatory element binding transcription factor 1
AK001936_PROBE1	7.58e-01	6.83e-01	0.4124599	-6.912717	0.05782977	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2
NM_020144.1_PROBE1	8.97e-01	8.58e-01	-0.1802261	-6.912784	-0.03205599	PAPOLB	poly(A) polymerase beta
NM_014828.1_PROBE1	6.95e-01	6.09e-01	0.5170762	-6.912818	0.08397458	TOX4	TOX high mobility group box family member 4
1497969.1_PROBE1	7.98e-01	7.32e-01	-0.346188	-6.913116	-0.05446875		
1450019.3_PROBE1	7.24e-01	6.42e-01	0.469832	-6.913807	0.06768574	SNX12	sorting nexin 12
NM_005467.2_PROBE1	9.20e-01	8.90e-01	-0.1398575	-6.914249	-0.02980052	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
256124.36_PROBE1	7.26e-01	6.45e-01	-0.4659437	-6.914269	-0.10555434	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3
NM_000555.1_PROBE1	7.49e-01	6.72e-01	-0.4272172	-6.914366	-0.27658885	DCX	doublecortin
NM_002162.2_PROBE1	6.77e-01	5.88e-01	-0.5471368	-6.914508	-0.09959901	ICAM3	intercellular adhesion molecule 3
247605.1_PROBE1	7.54e-01	6.78e-01	-0.4196622	-6.914872	-0.05815638		
1453396.5_PROBE1	6.81e-01	5.93e-01	-0.5401223	-6.914932	-0.15819987	TTC17	tetratricopeptide repeat domain 17
NM_006621.1_PROBE1	7.01e-01	6.15e-01	-0.5087386	-6.915002	-0.09826174	AHCYL1	adenosylhomocysteinase like 1
NM_023948.1_PROBE1	8.48e-01	7.95e-01	-0.2621974	-6.915005	-0.04185911	MOSPD3	motile sperm domain containing 3
NM_003492.1_PROBE1	6.81e-01	5.93e-01	0.5405984	-6.915311	0.08265336	TMEM187	transmembrane protein 187
245854.7_PROBE1	7.05e-01	6.19e-01	0.5021178	-6.915366	0.14673366	GOLM1	golgi membrane protein 1
NM_002799.1_PROBE1	6.78e-01	5.89e-01	-0.5464424	-6.915648	-0.08150478	PSMB7	proteasome subunit beta 7
NM_024092.1_PROBE1	7.54e-01	6.78e-01	-0.4188067	-6.916093	-0.1870269	TMEM109	transmembrane protein 109
AB002377_PROBE1	6.82e-01	5.94e-01	0.539083	-6.916362	0.07151919	ANKRD28	ankyrin repeat domain 28
AA629771_PROBE1	7.32e-01	6.51e-01	-0.4567206	-6.916423	-0.05877178		
NM_004729.1_PROBE1	9.04e-01	8.67e-01	0.1688493	-6.916456	0.03417401	ZBED1	zinc finger BED-type containing 1
NM_004604.1_PROBE1	7.33e-01	6.52e-01	0.4555659	-6.916676	0.06533066	STX4	syntaxin 4
1002623.1_PROBE1	9.27e-01	8.98e-01	-0.1290332	-6.916745	-0.03993588	RAPGEF1	Rap guanine nucleotide exchange factor 1
NM_003275.1_PROBE1	6.79e-01	5.90e-01	-0.5450061	-6.916938	-0.16170355	TMOD1	tropomodulin 1
231631.1_PROBE1	8.04e-01	7.39e-01	-0.3362264	-6.916982	-0.07312063		
1100218.1_PROBE1	6.91e-01	6.04e-01	-0.5242614	-6.917129	-0.07219469	ZNF277	zinc finger protein 277
NM_013275.1_PROBE1	6.93e-01	6.07e-01	-0.5200306	-6.91725	-0.20174102	ANKRD11	ankyrin repeat domain 11
NM_032714.1_PROBE1	9.07e-01	8.71e-01	0.1641537	-6.917425	0.04620753	INF2	inverted formin, FH2 and WH2 domain containing
NM_002743.1_PROBE1	6.87e-01	6.00e-01	0.5305467	-6.917462	0.2533499	PRKCSH	protein kinase C substrate 80K-H
232583.11_PROBE1	7.30e-01	6.49e-01	-0.4599384	-6.917495	-0.06344204	WDR19	WD repeat domain 19
AK000939_PROBE1	8.76e-01	8.31e-01	-0.2152387	-6.917691	-0.04154639	LOC286272	uncharacterized LOC286272
407622.1_PROBE1	6.83e-01	5.95e-01	0.5380851	-6.917886	0.07050416		
NM_006400.2_PROBE1	7.45e-01	6.67e-01	0.434104	-6.917923	0.07703197	DCTN2	dynactin subunit 2
AA346106_PROBE1	8.43e-01	7.88e-01	0.2710502	-6.918025	0.05576296	RPS26	ribosomal protein S26
BF057080_PROBE1	6.84e-01	5.96e-01	0.5361683	-6.918167	0.15524327	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
