ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
NM_015603.1_PROBE1	1.26e-03	3.62e-04	-4.030753	-0.438963	-0.63034373	CCDC9	coiled-coil domain containing 9
NM_003250.1_PROBE1	1.36e-03	3.94e-04	-3.9999331	-0.439116	-0.53790291	THRA	thyroid hormone receptor, alpha
NM_014864.1_PROBE1	1.34e-03	3.87e-04	4.005835	-0.441329	0.80854284	FAM20B	family with sequence similarity 20 member B
NM_002796.1_PROBE1	1.28e-03	3.67e-04	4.0258485	-0.447408	0.806302	PSMB4	proteasome subunit beta 4
120610.11_PROBE1	1.32e-03	3.79e-04	-4.014216	-0.447804	-0.53901484	SLC25A42	solute carrier family 25 member 42
NM_004813.1_PROBE1	1.27e-03	3.64e-04	-4.0282155	-0.447853	-0.55426627	PEX16	peroxisomal biogenesis factor 16
T86839_PROBE1	1.26e-03	3.61e-04	-4.0312477	-0.448277	-0.60618887	EWSR1	EWS RNA binding protein 1
NM_030825.1_PROBE1	1.27e-03	3.65e-04	4.0277161	-0.449527	0.64550039		
1219744.11_PROBE1	1.26e-03	3.60e-04	4.0326181	-0.450596	0.79534301		
1361184.7_PROBE1	1.49e-03	4.34e-04	-3.9638804	-0.451906	-0.58090607	SLC24A1	solute carrier family 24 member 1
107135.1_PROBE1	1.60e-03	4.70e-04	-3.9347628	-0.45263	-0.61299538		
NM_003353.2_PROBE1	1.47e-03	4.27e-04	-3.9696224	-0.452652	-0.52892837	UCN	urocortin
5547766CB1_PROBE1	1.42e-03	4.12e-04	3.9829579	-0.452911	0.97096166	EPB41L3	erythrocyte membrane protein band 4.1 like 3
BE868911_PROBE1	1.28e-03	3.67e-04	-4.0257822	-0.454992	-0.55843734	LYPD6	LY6/PLAUR domain containing 6
979313.3_PROBE1	1.75e-03	5.23e-04	3.8955752	-0.457912	0.99163006		
1634103CB1_PROBE1	1.31e-03	3.76e-04	4.0168285	-0.460683	0.88996461	NAPRT	nicotinate phosphoribosyltransferase
2726877CB1_PROBE1	1.31e-03	3.78e-04	-4.014635	-0.46157	-0.71107871	KIAA1524	KIAA1524
NM_014808.1_PROBE1	1.42e-03	4.13e-04	-3.9820219	-0.462052	-0.69015634	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
1040550.1_PROBE1	1.35e-03	3.90e-04	-4.0033088	-0.466177	-0.77470178	TGFB3	transforming growth factor beta 3
NM_031476.1_PROBE1	1.45e-03	4.20e-04	3.9757004	-0.466205	1.16721029	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
NM_002697.1_PROBE1	1.38e-03	3.99e-04	-3.9947589	-0.467278	-0.82291044	POU2F1	POU class 2 homeobox 1
NM_000598.1_PROBE1	1.30e-03	3.75e-04	-4.0175442	-0.468559	-0.38882646	IGFBP3	insulin like growth factor binding protein 3
NM_016262.1_PROBE1	1.32e-03	3.81e-04	-4.0121201	-0.472066	-0.82038029	TUBE1	tubulin epsilon 1
1447875.2_PROBE1	1.34e-03	3.87e-04	-4.0057298	-0.474011	-0.48857658	TERF2IP	TERF2 interacting protein
1453396.5_PROBE2	1.32e-03	3.78e-04	4.0143879	-0.475913	0.56085259	TTC17	tetratricopeptide repeat domain 17
NM_016190.1_PROBE1	1.37e-03	3.96e-04	-3.9974415	-0.476559	-1.07579086	CRNN	cornulin
2073751CB1_PROBE1	1.80e-03	5.41e-04	3.8829561	-0.476783	1.23595635	SCLT1	sodium channel and clathrin linker 1
NM_030779.1_PROBE1	1.47e-03	4.29e-04	-3.9684222	-0.481666	-0.73249997	KCNH6	potassium voltage-gated channel subfamily H member 6
NM_002376.1_PROBE1	1.35e-03	3.90e-04	4.0033603	-0.481827	0.58676023	MARK3	microtubule affinity regulating kinase 3
211523.4_PROBE1	1.32e-03	3.80e-04	-4.0125155	-0.483683	-0.50332081		
1498606.1_PROBE1	1.33e-03	3.83e-04	-4.0099153	-0.484941	-0.55276968	FOSL2	FOS like 2, AP-1 transcription factor subunit
332265.1_PROBE1	1.32e-03	3.81e-04	-4.0117575	-0.485739	-0.77270898	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1
468139.70_PROBE1	1.32e-03	3.81e-04	-4.0119743	-0.486162	-0.92034847	TIMP2	TIMP metallopeptidase inhibitor 2
1333335.1_PROBE1	1.44e-03	4.19e-04	-3.9771746	-0.486856	-0.5097444	RPS26P48///TRSUP-CTA3-1///NRXN3	ribosomal protein S26 pseudogene 48///transfer RNA suppressor (CTA) 3-1///neurexin 3
797406CB1_PROBE1	1.38e-03	3.99e-04	3.9949004	-0.489097	0.85695807	LDHB	lactate dehydrogenase B
1446687.1_PROBE1	1.38e-03	4.00e-04	-3.9938347	-0.489719	-1.01048364	DHX9	DEAH-box helicase 9
NM_003215.1_PROBE1	1.85e-03	5.57e-04	3.8721137	-0.492168	1.12796214	TEC	tec protein tyrosine kinase
NM_017759.1_PROBE1	1.51e-03	4.43e-04	-3.9566051	-0.49279	-0.61788776	INO80D	INO80 complex subunit D
NM_007085.1_PROBE1	1.65e-03	4.90e-04	-3.9197661	-0.492951	-0.67931893	FSTL1	follistatin like 1
5727379CB1_PROBE1	1.34e-03	3.86e-04	-4.0066715	-0.49454	-0.39439068	LINGO2	leucine rich repeat and Ig domain containing 2
NM_001750.2_PROBE1	1.37e-03	3.98e-04	3.9961929	-0.499806	0.57822696		
NM_024708.1_PROBE1	1.64e-03	4.86e-04	3.9224293	-0.50069	0.68354191	ASB7	ankyrin repeat and SOCS box containing 7
437760.4_PROBE1	1.35e-03	3.89e-04	4.0039647	-0.501585	1.08942605	RNASET2	ribonuclease T2
NM_016525.2_PROBE1	1.34e-03	3.86e-04	-4.0069866	-0.502945	-0.54018245	UBAP1	ubiquitin associated protein 1
NM_022371.1_PROBE1	1.48e-03	4.32e-04	-3.9658351	-0.504548	-0.44381591	TOR3A	torsin family 3 member A
NM_001730.2_PROBE1	1.34e-03	3.87e-04	-4.0064266	-0.504939	-0.51455703	KLF5	Kruppel like factor 5
1329437.6_PROBE1	1.52e-03	4.45e-04	3.95504	-0.506569	0.64697613	ZNF43	zinc finger protein 43
AB028955_PROBE1	1.59e-03	4.69e-04	-3.935733	-0.50952	-0.87389969	UNC13A	unc-13 homolog A
NM_014035.1_PROBE1	1.70e-03	5.06e-04	3.9076669	-0.510356	0.8598055	SNX24	sorting nexin 24
NM_014122.1_PROBE1	1.52e-03	4.44e-04	-3.955354	-0.511418	-0.59317458		
NM_033148.1_PROBE1	1.40e-03	4.07e-04	-3.9872893	-0.51226	-0.57516872	DTNB	dystrobrevin beta
1453212.1_PROBE1	1.72e-03	5.12e-04	3.9029489	-0.513433	0.98087586		
NM_014078.2_PROBE1	1.53e-03	4.48e-04	3.9523763	-0.513515	0.7626978	MRPL13	mitochondrial ribosomal protein L13
1508807.4_PROBE1	2.06e-03	6.29e-04	-3.8270468	-0.513948	-0.91197593	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
424728.1_PROBE1	1.45e-03	4.21e-04	3.9753539	-0.514753	0.61456973	KLHL5	kelch like family member 5
NM_012109.1_PROBE1	1.52e-03	4.43e-04	-3.9561286	-0.516019	-0.64879577	TMEM59L	transmembrane protein 59 like
202205.8_PROBE1	1.48e-03	4.33e-04	-3.964705	-0.517816	-0.59492044		
AL137385_PROBE1	1.78e-03	5.34e-04	3.888051	-0.517989	0.99421485	HSF5	heat shock transcription factor 5
1043042.1_PROBE1	1.61e-03	4.73e-04	-3.9325503	-0.518017	-0.53541893	CARNS1	carnosine synthase 1
NM_012088.1_PROBE1	1.36e-03	3.93e-04	-4.000071	-0.5222	-0.61001545	PGLS	6-phosphogluconolactonase
D42047_PROBE1	1.44e-03	4.19e-04	3.9769536	-0.523579	0.56650135	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
AB051547_PROBE1	1.51e-03	4.42e-04	-3.9572966	-0.525732	-0.71411411	WNK2	WNK lysine deficient protein kinase 2
NM_000291.1_PROBE1	1.42e-03	4.14e-04	3.9815991	-0.526687	0.97818949	PGK1	phosphoglycerate kinase 1
X69908_PROBE1	2.09e-03	6.38e-04	-3.8218383	-0.52993	-1.3525238	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)
BC008999_PROBE1	1.41e-03	4.08e-04	-3.9870053	-0.532554	-0.70030288	FAM175B	family with sequence similarity 175 member B
NM_000046.1_PROBE1	1.62e-03	4.78e-04	-3.9286725	-0.538033	-0.60023675	ARSB	arylsulfatase B
NM_002666.1_PROBE1	1.64e-03	4.86e-04	-3.9223549	-0.543872	-0.70382805	PLIN1	perilipin 1
NM_015485.1_PROBE1	1.92e-03	5.79e-04	3.8578409	-0.552114	0.8788301	RWDD3	RWD domain containing 3
AK002016_PROBE1	1.64e-03	4.84e-04	-3.924312	-0.552978	-0.61158477	GRAMD2	GRAM domain containing 2
BAA89664_PROBE1	1.54e-03	4.51e-04	-3.9502337	-0.553317	-0.72525935	ZNF362	zinc finger protein 362
357143.34_PROBE1	1.47e-03	4.28e-04	3.9694403	-0.553705	1.28507865		
NM_004049.2_PROBE1	1.47e-03	4.27e-04	3.9696453	-0.554541	1.33943494	BCL2A1	BCL2 related protein A1
BC011143_PROBE1	1.71e-03	5.08e-04	3.9057798	-0.5551	0.74647224	SBF2	SET binding factor 2
1449825.9_PROBE1	1.67e-03	4.94e-04	3.9162746	-0.555569	1.0709212	PDK4	pyruvate dehydrogenase kinase 4
101572.1_PROBE1	1.42e-03	4.12e-04	-3.9833559	-0.556305	-0.48988063		
NM_014285.1_PROBE1	1.70e-03	5.07e-04	3.9066918	-0.557106	0.88922161	EXOSC2	exosome component 2
NM_002108.2_PROBE1	1.41e-03	4.09e-04	3.9862408	-0.557671	0.88983749	HAL	histidine ammonia-lyase
897978.5_PROBE1	1.45e-03	4.20e-04	-3.9758279	-0.563759	-0.48777834	C1QBP	complement C1q binding protein
NM_006703.1_PROBE1	1.46e-03	4.25e-04	3.9716546	-0.564157	0.60603878	NUDT3	nudix hydrolase 3
Y10697_PROBE1	1.64e-03	4.84e-04	-3.9240716	-0.564763	-0.57153145	INE2	inactivation escape 2 (non-protein coding)
AB051453_PROBE1	1.49e-03	4.37e-04	-3.9618387	-0.568268	-0.75919657	RIMBP3	RIMS binding protein 3
NM_017976.1_PROBE1	1.43e-03	4.15e-04	3.9807425	-0.57134	0.60632295		
NM_032678.1_PROBE1	1.62e-03	4.77e-04	3.9293362	-0.572738	1.06785017		
NM_016406.1_PROBE1	1.53e-03	4.47e-04	3.9528234	-0.575598	0.50093701	UFC1	ubiquitin-fold modifier conjugating enzyme 1
NM_005652.1_PROBE1	1.45e-03	4.22e-04	-3.9745167	-0.575972	-0.43585796	TERF2	telomeric repeat binding factor 2
818347CB1_PROBE1	1.58e-03	4.64e-04	3.9392092	-0.576199	0.51554746	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
1101195.3_PROBE1	1.59e-03	4.68e-04	-3.9363117	-0.576693	-0.57881063		
3397777CB1_PROBE1	1.45e-03	4.23e-04	3.9736687	-0.577431	0.69512617	TRIM34	tripartite motif containing 34
AB006627_PROBE1	1.75e-03	5.23e-04	-3.8950701	-0.580434	-0.60788326	ASTN1	astrotactin 1
233811.7_PROBE1	1.45e-03	4.22e-04	-3.9740665	-0.583048	-0.65643454	GATA2	GATA binding protein 2
BG709213_PROBE1	1.49e-03	4.34e-04	3.9640527	-0.58876	0.91349656	LOC283788	FSHD region gene 1 pseudogene
NM_006644.1_PROBE1	1.71e-03	5.08e-04	3.9062459	-0.589045	0.97355756	HSPH1	heat shock protein family H (Hsp110) member 1
980742CB1_PROBE1	2.03e-03	6.18e-04	-3.8337513	-0.58905	-0.82983814	POLR3G	RNA polymerase III subunit G
NM_018372.1_PROBE1	1.93e-03	5.85e-04	3.8541089	-0.590853	1.0194112	LRIF1	ligand dependent nuclear receptor interacting factor 1
1101100.4_PROBE1	1.96e-03	5.93e-04	-3.8488138	-0.591542	-0.70359179		
NM_014275.1_PROBE1	1.47e-03	4.30e-04	-3.9675573	-0.592193	-0.4845571	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B
1462894.1_PROBE1	1.46e-03	4.26e-04	-3.9706141	-0.596664	-0.71041762	EBI3	Epstein-Barr virus induced 3
AB011113_PROBE1	1.96e-03	5.95e-04	3.847739	-0.59719	0.70895271	WDR7	WD repeat domain 7
1453831.9_PROBE1	1.47e-03	4.28e-04	3.9688627	-0.599371	0.47338354	FAM192A	family with sequence similarity 192 member A
AF037448_PROBE1	1.57e-03	4.62e-04	3.940737	-0.601562	0.6465396	SYNCRIP	synaptotagmin binding cytoplasmic RNA interacting protein
4000264CB1_PROBE1	1.77e-03	5.30e-04	-3.8902799	-0.602026	-0.77785112	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
217898.1_PROBE1	1.52e-03	4.46e-04	-3.9539417	-0.60314	-0.48228976	PEAK1	pseudopodium enriched atypical kinase 1
212590.17_PROBE1	1.50e-03	4.37e-04	-3.9613308	-0.605513	-0.62415787	SPACA6	sperm acrosome associated 6
NM_021105.1_PROBE1	1.48e-03	4.31e-04	3.9668516	-0.60627	1.24683164	PLSCR1	phospholipid scramblase 1
NM_014161.1_PROBE1	1.52e-03	4.46e-04	3.9540637	-0.616189	0.62553051	MRPL18	mitochondrial ribosomal protein L18
221632.10_PROBE1	1.73e-03	5.18e-04	3.8991227	-0.617214	0.69867317	C1orf131	chromosome 1 open reading frame 131
952935.1_PROBE1	1.55e-03	4.54e-04	-3.947292	-0.617997	-0.6932554		
AL117474_PROBE1	1.59e-03	4.68e-04	3.9363257	-0.618083	1.37805206	PSMD5-AS1	PSMD5 antisense RNA 1 (head to head)
AA005282_PROBE1	2.10e-03	6.42e-04	-3.8194829	-0.621071	-0.94770719		
BC011775_PROBE1	1.67e-03	4.96e-04	3.9146919	-0.622672	1.21572804	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
2594160CB1_PROBE1	1.78e-03	5.34e-04	3.8878923	-0.624036	0.81872773	HIPK3	homeodomain interacting protein kinase 3
NM_017614.2_PROBE1	1.63e-03	4.81e-04	-3.9263368	-0.624997	-0.51050504	BHMT2	betaine--homocysteine S-methyltransferase 2
1092541.2_PROBE1	1.91e-03	5.79e-04	3.8579768	-0.625106	0.87274123	VPS33A	VPS33A, CORVET/HOPS core subunit
NM_014288.1_PROBE1	2.03e-03	6.20e-04	3.8327254	-0.625867	1.17580436	ITGB3BP	integrin subunit beta 3 binding protein
AB023430_PROBE1	1.54e-03	4.50e-04	-3.9504489	-0.626483	-1.01446724	SIRPA	signal regulatory protein alpha
273186.2_PROBE1	1.52e-03	4.44e-04	3.955361	-0.627541	1.0529505	RNF34	ring finger protein 34
NM_003846.1_PROBE1	1.56e-03	4.57e-04	3.9453366	-0.628277	0.540648	PEX11B	peroxisomal biogenesis factor 11 beta
D86988_PROBE1	1.72e-03	5.14e-04	-3.9018293	-0.628325	-0.91603884	UPF1	UPF1, RNA helicase and ATPase
1454159.5_PROBE1	1.53e-03	4.49e-04	3.9517786	-0.628773	0.54472314		
NM_004375.1_PROBE1	1.63e-03	4.80e-04	3.9270261	-0.629352	0.86080959	COX11	COX11, cytochrome c oxidase copper chaperone
AK001725_PROBE1	1.55e-03	4.56e-04	-3.9461044	-0.63141	-0.79796773	VPS52	VPS52, GARP complex subunit
NM_024906.1_PROBE1	1.92e-03	5.80e-04	3.857423	-0.635589	0.89768172	SCD5	stearoyl-CoA desaturase 5
NM_022873.1_PROBE1	1.54e-03	4.52e-04	-3.9493869	-0.636742	-0.77448548	IFI6	interferon alpha inducible protein 6
NM_032288.1_PROBE1	1.54e-03	4.51e-04	-3.9498173	-0.640265	-0.74562356	FYTTD1	forty-two-three domain containing 1
NM_002585.1_PROBE1	1.78e-03	5.33e-04	-3.8884316	-0.641171	-1.15783012	PBX1	PBX homeobox 1
233550.1_PROBE1	1.65e-03	4.89e-04	-3.9202636	-0.643327	-0.5686091	OSR1	odd-skipped related transciption factor 1
NM_003607.1_PROBE1	1.66e-03	4.92e-04	-3.9179033	-0.643724	-0.719905	CDC42BPA	CDC42 binding protein kinase alpha
NM_000427.1_PROBE1	1.66e-03	4.93e-04	-3.9172514	-0.644099	-0.48074201	LOR	loricrin
NM_024803.1_PROBE1	1.54e-03	4.53e-04	-3.9486617	-0.647966	-0.68850041	TUBAL3	tubulin alpha like 3
1454751.1_PROBE1	1.60e-03	4.70e-04	-3.9351334	-0.64807	-0.50864478		
331818.1_PROBE1	1.81e-03	5.44e-04	3.8812176	-0.650315	0.74537776	KNL1	kinetochore scaffold 1
1751478CB1_PROBE1	1.54e-03	4.51e-04	3.9497118	-0.650409	0.72177828	MKNK1	MAP kinase interacting serine/threonine kinase 1
201957.15_PROBE1	1.60e-03	4.72e-04	3.9333463	-0.653916	0.72561969	LEMD2	LEM domain containing 2
60137669CB1_PROBE1	1.71e-03	5.09e-04	3.9054571	-0.655455	0.49302372	ANKRD16	ankyrin repeat domain 16
NM_004152.1_PROBE1	1.54e-03	4.52e-04	3.949272	-0.655966	0.49007208	OAZ1	ornithine decarboxylase antizyme 1
345137.1_PROBE1	1.63e-03	4.81e-04	3.9261019	-0.656309	0.72170767	KREMEN1	kringle containing transmembrane protein 1
AW997469_PROBE1	1.63e-03	4.83e-04	-3.9249998	-0.658021	-0.89870137	CDC42SE1	CDC42 small effector 1
NM_000203.1_PROBE1	1.67e-03	4.95e-04	-3.9158075	-0.659009	-0.65470472	IDUA	iduronidase, alpha-L-
7487948CB1_PROBE1	1.56e-03	4.58e-04	-3.9441456	-0.66001	-0.39767025	POU3F4	POU class 3 homeobox 4
1389836.1_PROBE1	1.85e-03	5.55e-04	-3.8732532	-0.660654	-0.75173423		
1449661.5_PROBE1	1.59e-03	4.67e-04	3.9371596	-0.660896	0.64010761	JADE1	jade family PHD finger 1
NM_000951.1_PROBE1	1.60e-03	4.71e-04	-3.9342445	-0.662078	-0.56342903	PRRG2	proline rich and Gla domain 2
3200650CB1_PROBE1	1.71e-03	5.08e-04	-3.9058103	-0.663574	-0.52440631		
1008742.1_PROBE1	1.57e-03	4.62e-04	-3.941299	-0.664026	-0.74444182	EPAS1	endothelial PAS domain protein 1
2854054CB1_PROBE1	1.63e-03	4.80e-04	3.9268787	-0.666467	0.64960977	DAD1	defender against cell death 1
AB028991_PROBE1	1.67e-03	4.98e-04	-3.9137372	-0.66955	-0.61460283	NUDCD3	NudC domain containing 3
1447800.2_PROBE1	1.61e-03	4.74e-04	-3.9318649	-0.67102	-0.55042542		
NM_018375.1_PROBE1	1.60e-03	4.72e-04	-3.9329679	-0.676564	-0.55680568	SLC39A9	solute carrier family 39 member 9
1446169.6_PROBE1	1.60e-03	4.71e-04	3.9337941	-0.676858	0.69782779		
NM_000426.1_PROBE1	1.97e-03	5.98e-04	-3.846172	-0.678484	-0.78265062	LAMA2	laminin subunit alpha 2
AL122104_PROBE1	2.01e-03	6.12e-04	-3.8373878	-0.679137	-0.64597722	PODN	podocan
NM_033223.1_PROBE1	1.58e-03	4.65e-04	-3.9385572	-0.680567	-1.19740717	GABRG3	gamma-aminobutyric acid type A receptor gamma3 subunit
1609731CB1_PROBE1	2.01e-03	6.12e-04	3.8372873	-0.681142	0.84721709	ZNF565	zinc finger protein 565
NM_016050.1_PROBE1	1.71e-03	5.09e-04	3.9052961	-0.681505	0.85527156	MRPL11	mitochondrial ribosomal protein L11
R52869_PROBE1	1.79e-03	5.37e-04	-3.8859293	-0.684343	-1.02638608	KCNC1	potassium voltage-gated channel subfamily C member 1
NM_020119.1_PROBE1	1.63e-03	4.80e-04	3.9270969	-0.685867	1.10524906	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
NM_018144.2_PROBE1	1.91e-03	5.78e-04	3.8585893	-0.689201	0.81988793	SEC61A2	Sec61 translocon alpha 2 subunit
NM_004798.1_PROBE1	1.65e-03	4.88e-04	-3.9213018	-0.690096	-0.5207718	KIF3B	kinesin family member 3B
AK001817_PROBE1	1.65e-03	4.89e-04	-3.9199476	-0.692268	-0.46638777	PSPC1	paraspeckle component 1
5388221CB1_PROBE1	1.61e-03	4.76e-04	-3.9304391	-0.693762	-0.5035507	NGB	neuroglobin
199123.4_PROBE1	1.59e-03	4.69e-04	-3.9359057	-0.699472	-0.47244755	NRSN2	neurensin 2
NM_001562.1_PROBE1	1.78e-03	5.33e-04	3.8882916	-0.700812	0.63880009	IL18	interleukin 18
2660420CB1_PROBE1	1.87e-03	5.62e-04	3.8691223	-0.702365	1.20239614	COX6C	cytochrome c oxidase subunit 6C
BC012398_PROBE1	1.62e-03	4.78e-04	-3.9284701	-0.703899	-0.69174143	MKRN1	makorin ring finger protein 1
1098364.1_PROBE1	1.67e-03	4.96e-04	-3.9147619	-0.70576	-0.5433143	SDC4	syndecan 4
AC004912_PROBE1	2.38e-03	7.40e-04	-3.7668407	-0.707367	-0.77176783		
NM_002408.2_PROBE1	1.66e-03	4.93e-04	3.9168367	-0.707653	1.2560155	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
NM_025057.1_PROBE1	1.62e-03	4.78e-04	3.9283031	-0.710003	0.92805682	BBOF1	basal body orientation factor 1
NM_031474.1_PROBE1	1.62e-03	4.77e-04	-3.929014	-0.71121	-0.45736074	NRIP2	nuclear receptor interacting protein 2
AL133053_PROBE1	2.14e-03	6.57e-04	3.8110863	-0.712802	0.83107123	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
1288847CB1_PROBE1	1.69e-03	5.02e-04	-3.9105546	-0.714351	-0.6482717	IKZF4	IKAROS family zinc finger 4
3537095CB1_PROBE1	1.74e-03	5.19e-04	-3.898493	-0.716581	-0.56259203	HAO2	hydroxyacid oxidase 2
NM_004573.1_PROBE1	1.68e-03	4.99e-04	-3.912794	-0.716612	-0.55348096	PLCB2	phospholipase C beta 2
290678.11_PROBE1	1.63e-03	4.82e-04	3.9252182	-0.718471	0.56948708	GNPTG	N-acetylglucosamine-1-phosphate transferase gamma subunit
NM_006994.2_PROBE1	1.63e-03	4.82e-04	-3.9253602	-0.71883	-0.44760433	BTN3A3	butyrophilin subfamily 3 member A3
AK023094_PROBE1	1.85e-03	5.58e-04	3.8718094	-0.720061	0.80137295		
7474037CB1_PROBE1	1.66e-03	4.94e-04	3.9167078	-0.720206	0.64351564	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25
198045.3_PROBE1	1.76e-03	5.25e-04	3.8939672	-0.724613	1.07553931	SKA2	spindle and kinetochore associated complex subunit 2
NM_016640.1_PROBE1	1.65e-03	4.88e-04	3.9209495	-0.724774	0.67767978	MRPS30	mitochondrial ribosomal protein S30
1383215.8_PROBE1	1.90e-03	5.74e-04	-3.86108	-0.727981	-0.65006861		
H09245_PROBE1	1.71e-03	5.11e-04	-3.9042979	-0.729125	-0.86221094	WWC1	WW and C2 domain containing 1
1040462.1_PROBE1	1.67e-03	4.97e-04	-3.9144916	-0.732545	-0.65278395	FAM120A	family with sequence similarity 120A
NM_002258.1_PROBE1	1.65e-03	4.90e-04	3.9197456	-0.732898	0.86484997	KLRB1	killer cell lectin like receptor B1
NM_017987.1_PROBE1	1.77e-03	5.29e-04	-3.891232	-0.735181	-0.43017433	RUFY2	RUN and FYVE domain containing 2
NM_000959.1_PROBE1	2.19e-03	6.72e-04	-3.8027529	-0.735482	-0.78523059	PTGFR	prostaglandin F receptor
NM_001913.1_PROBE1	1.66e-03	4.93e-04	-3.917424	-0.740614	-0.55881003	CUX1	cut like homeobox 1
L09190_PROBE1	1.89e-03	5.71e-04	-3.8631241	-0.740703	-0.69973767	TCHH	trichohyalin
NM_001679.1_PROBE1	1.67e-03	4.95e-04	3.9156717	-0.741602	0.65139704	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
1387794.1_PROBE1	1.89e-03	5.70e-04	-3.8636986	-0.745135	-0.46906185	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
NM_000380.1_PROBE1	1.90e-03	5.72e-04	-3.862461	-0.745311	-0.68815909	XPA	XPA, DNA damage recognition and repair factor
977419.3_PROBE1	1.96e-03	5.95e-04	3.8476829	-0.745439	0.73305084	MIS18A	MIS18 kinetochore protein A
NM_018101.1_PROBE1	1.67e-03	4.95e-04	-3.9155961	-0.746345	-0.49328936	CDCA8	cell division cycle associated 8
NM_031926.1_PROBE1	1.73e-03	5.16e-04	-3.9001878	-0.747259	-0.61957632	TTTY5	testis-specific transcript, Y-linked 5 (non-protein coding)
NM_015918.1_PROBE1	1.69e-03	5.01e-04	3.9112355	-0.750436	0.57731203	POP5	POP5 homolog, ribonuclease P/MRP subunit
NM_017623.1_PROBE1	1.71e-03	5.09e-04	-3.9053717	-0.75166	-0.55124357	CNNM3	cyclin and CBS domain divalent metal cation transport mediator 3
400267.1_PROBE1	2.17e-03	6.66e-04	3.8061843	-0.752842	1.02429656		
NM_032014.1_PROBE1	1.69e-03	5.03e-04	3.9101188	-0.753073	0.599139	MRPS24	mitochondrial ribosomal protein S24
NM_005676.1_PROBE1	1.70e-03	5.05e-04	-3.9081124	-0.753762	-0.38191405	RBM10	RNA binding motif protein 10
1381351.11_PROBE1	1.71e-03	5.08e-04	3.9058089	-0.755209	0.70123527		
NM_016089.1_PROBE1	1.73e-03	5.18e-04	-3.8991922	-0.75686	-1.05737682	ZNF589	zinc finger protein 589
NM_024324.1_PROBE1	1.71e-03	5.08e-04	3.9058456	-0.757611	0.62159275	CRELD2	cysteine rich with EGF like domains 2
NM_017882.1_PROBE1	1.84e-03	5.53e-04	-3.8751098	-0.758425	-0.43895245	CLN6	ceroid-lipofuscinosis, neuronal 6, late infantile, variant
332431.3_PROBE1	2.09e-03	6.38e-04	3.8218451	-0.759704	0.60803651	TMEM170A	transmembrane protein 170A
NM_004455.1_PROBE1	1.75e-03	5.22e-04	-3.8958183	-0.761201	-0.45594528	EXTL1	exostosin like glycosyltransferase 1
197076.5_PROBE1	1.70e-03	5.04e-04	-3.9088371	-0.763136	-0.66737159		
221913.4_PROBE1	1.80e-03	5.39e-04	3.8844736	-0.764864	0.60903081	LOC100287015	uncharacterized LOC100287015
NM_002922.1_PROBE1	2.17e-03	6.67e-04	3.8054241	-0.768267	0.87241474	RGS1	regulator of G-protein signaling 1
NM_020187.1_PROBE1	1.71e-03	5.09e-04	3.9056937	-0.770676	0.5150708	HMCES	5-hydroxymethylcytosine (hmC) binding, ES cell-specific
NM_032738.1_PROBE1	1.83e-03	5.49e-04	-3.8777505	-0.771964	-0.76099496	FCRLA	Fc receptor like A
AF378753_PROBE1	1.79e-03	5.36e-04	-3.8861451	-0.775263	-0.58911637	PLXDC1	plexin domain containing 1
BC007204_PROBE1	2.09e-03	6.40e-04	-3.8209192	-0.776127	-0.53069621	CUX1	cut like homeobox 1
NM_016102.1_PROBE1	1.74e-03	5.20e-04	-3.8976077	-0.778523	-0.76903473	TRIM17	tripartite motif containing 17
407291.1_PROBE1	1.97e-03	5.99e-04	-3.8452713	-0.781173	-0.75067897		
NM_005087.1_PROBE1	1.74e-03	5.19e-04	3.8984541	-0.785732	0.51765004	FXR1	FMR1 autosomal homolog 1
1671522CB1_PROBE1	1.75e-03	5.24e-04	-3.8947715	-0.786475	-0.594361	NR4A2	nuclear receptor subfamily 4 group A member 2
NM_001565.1_PROBE1	2.21e-03	6.82e-04	3.7973377	-0.787369	0.97062085	CXCL10	C-X-C motif chemokine ligand 10
NM_031945.1_PROBE1	1.75e-03	5.24e-04	-3.8946244	-0.789824	-0.63280558	TSPAN10	tetraspanin 10
D25274_PROBE1	1.78e-03	5.32e-04	3.8894477	-0.791003	0.65504552		
